"person_id","name","ocupation","number_of_movies","total_box_office"
nm0719208,Chris Renaud,director,4,2820396288
nm0719224,Isabelle Renauld,actress,1,12364836
nm0719232,Line Renaud,actress,1,49954864
nm0719444,Julene Renee,actress,1,41863728
nm0719637,Jeremy Renner,actor,8,2795332608
nm0719637,Jeremy Renner,producer,1,24121244
nm0719678,Callum Keith Rennie,actor,1,102952888
nm0719964,Maggie Renzi,producer,1,1680358.0
nm0720135,John Requa,director,1,158762960
nm0720277,Antonio Resines,actor,1,19300484
nm0720715,Steven Reuther,producer,2,79147600
nm0721402,Rina Reyes,actress,1,1292323.0
nm0721691,Don Reynolds,producer,1,2123135.0
nm0721817,Kevin Reynolds,director,1,46432580
nm0722135,Peter Reznick,actor,1,16015639
nm0722221,Phillip Rhee,actor,1,1700000.0
nm0722407,Cynthia Rhodes,actress,1,63446384
nm0722603,Anthony Rhulen,producer,2,115953952
nm0722619,Griff Rhys Jones,actor,1,441137.0
nm0722629,Matthew Rhys,actor,1,67925736
nm0722647,Robert Ri'chard,actor,1,5985690.0
nm0723470,John Rice,director,1,147792048
nm0723570,Tom Rice,producer,1,26474920
nm0723573,Wayne Allan Rice,producer,2,358530304
nm0723579,Sebastian Rice-Edwards,actor,1,10021120
nm0723676,Lee Rich,producer,1,36853224
nm0724237,Martin Richards,producer,1,306776736
nm0724245,Michael Richards,actor,1,6157157.0
nm0724673,Lee Richardson,actor,2,20443988
nm0724700,Mike Richardson,producer,1,168319248
nm0724757,Salli Richardson-Whitfield,actress,1,585410048
nm0724843,Alan Riche,producer,2,216715904
nm0724854,Peter Riche,producer,1,91970824
nm0724927,William Richert,director,1,6264058.0
nm0724938,Jean-François Richet,director,1,30503744
nm0725223,Deborah Richter,actress,1,10166459
nm0725284,Jason James Richter,actor,1,30077112
nm0725444,John Rickard,producer,3,187730752
nm0726034,Patrick Ridremont,actor,1,22955486
nm0726200,Peter Riegert,actor,1,16262415
nm0726257,Katja Riemann,actress,2,88002664
nm0726476,Arnold Rifkin,producer,2,112638832
nm0726483,Jay Rifkin,producer,1,18637690
nm0726638,Patricia Riggen,director,1,73983000
nm0726775,Nicola Rignanese,actor,1,22862028
nm0727165,Sam Riley,actor,1,8803864.0
nm0727754,Carl Rinsch,director,1,151783840
nm0727778,David Rintoul,actor,1,8737253.0
nm0727960,John Ripa,director,1,130423032
nm0728132,Leon Rippy,actor,1,41480852
nm0728147,Alfredo Ripstein Jr.,producer,1,26996738
nm0728346,Michael Rispoli,actor,1,21839376
nm0728391,Danton Rissner,producer,1,34612444
nm0728688,Martin Ritt,actor,1,1878561.0
nm0728688,Martin Ritt,director,2,61817528
nm0728938,Emmanuelle Riva,actress,1,29652180
nm0729256,Emilio Rivera,actor,1,23280528
nm0729345,Mabel Rivera,actress,1,78638984
nm0730070,Linus Roache,actor,1,11705002
nm0730168,Sam Robards,actor,2,252878256
nm0730306,Carol Robbins,actress,1,441863.0
nm0730422,Matthew Robbins,director,1,32945796
nm0730629,Denise Robert,producer,1,13065317
nm0731075,Emma Roberts,actress,5,278133216
nm0731575,Shawn Roberts,actor,1,312242624
nm0731634,Tony Roberts,actor,1,2567099.0
nm0731772,Cliff Robertson,actor,1,3060858.0
nm0732024,Shauna Robertson,producer,4,717011648
nm0732220,Michel Robin,actor,1,14776760
nm0732309,Laila Robins,actress,2,69577888
nm0732319,Oliver Robins,actor,1,40996664
nm0732364,Amy Robinson,producer,2,22851370
nm0732367,Andrew Robinson,actor,2,63606252
nm0732430,Bruce Robinson,director,1,418053.0
nm0732497,Craig Robinson,actor,2,292944736
nm0732515,Darren Robinson,actor,1,10348437
nm0732708,James G. Robinson,producer,4,264179072
nm0733145,Tiffany Gail Robinson,actress,1,12143484
nm0733196,Zuleikha Robinson,actress,1,108040624
nm0733263,Adam Robitel,director,3,389372160
nm0733427,Harry Shearer,actor,1,18750246
nm0733678,Alex Rocco,actor,2,2894848.0
nm0733692,Marc Rocco,director,2,22934384
nm0733730,Edmon Roch,producer,1,7085946.0
nm0734125,Brigitte Rochow,producer,1,29413900
nm0734236,Charles Rocket,actor,1,23920048
nm0734319,Alexandre Rockwell,director,1,4257354.0
nm0734668,Anton Rodgers,actor,1,42039084
nm0734727,June Rodgers,actress,1,31116264
nm0734954,Oleksandr Yukhymovych Rodnyanskyy,producer,2,33300812
nm0735083,César Rodrigues,director,1,39195564
nm0735226,Adam Rodriguez,actor,2,169546976
nm0735442,Michelle Rodriguez,actress,10,6480155136
nm0735467,Paul Rodriguez,actor,2,24990172
nm0736312,Luc Roeg,producer,1,2844379.0
nm0736622,Seth Rogen,actor,12,3035671808
nm0736622,Seth Rogen,producer,1,111173600
nm0736994,Kayzie Rogers,actress,1,27638624
nm0737257,Wayne Rogers,actor,1,500283.0
nm0737553,Clayton Rohner,actor,2,13552612
nm0738354,Esther Rolle,actress,1,5672903.0
nm0739087,Richard Romanus,actor,1,9638389.0
nm0739678,Nic Romm,actor,1,20796152
nm0739868,Andrew Rona,producer,3,248522960
nm0740169,Jule Ronstedt,actress,1,17685834
nm0740264,Michael Rooker,actor,5,331969920
nm0740400,Don Roos,director,1,53425292
nm0740407,Fred Roos,producer,5,97722120
nm0740875,Draco Rosa,actor,1,8892589.0
nm0741228,Alexandra Rose,producer,2,59037744
nm0741242,Anika Noni Rose,actress,3,366648896
nm0742034,Martin Rosen,producer,1,16785.0
nm0742070,Robert L. Rosen,producer,1,20518904
nm0742146,Michael Rosenbaum,actor,2,85045080
nm0742275,Mark Rosenberg,producer,2,34546980
nm0742297,Paul Rosenberg,producer,1,46563960
nm0742315,Rick Rosenberg,producer,1,5672903.0
nm0742341,Stuart Rosenberg,director,1,140980.0
nm0742347,Tom Rosenberg,producer,12,607810304
nm0742386,Bart Rosenblatt,producer,2,23409610
nm0742492,Barry Rosenbush,producer,1,252909184
nm0742557,Mike Rosenfeld,producer,1,5099316.0
nm0742580,Adam Rosenfelt,producer,1,18637690
nm0742586,Scott M. Rosenfelt,producer,2,35275660
nm0742651,Howard Rosenman,producer,1,41887596
nm0742772,Jane Rosenthal,producer,4,237500256
nm0742819,Rick Rosenthal,director,2,39853904
nm0743093,Mark Rosman,director,1,70067912
nm0743590,Kimberly Ross,actress,1,3385516.0
nm0743671,Matt Ross,actor,1,16176732
nm0743682,Michael K. Ross,producer,3,1029095360
nm0743824,Scott Ross,producer,1,48249016
nm0743896,Tracee Ellis Ross,actress,1,31609244
nm0744107,Kim Rossi Stuart,actor,1,7354812.0
nm0744235,Leo Rossi,actor,2,39064316
nm0744384,Christophe Rossignon,producer,1,17709156
nm0744754,Michael Rotenberg,producer,3,71690688
nm0744828,Donna Roth,producer,3,367667520
nm0744834,Eli Roth,director,3,192607424
nm0745030,Stephen J. Roth,producer,3,18053464
nm0745199,Thilo Rothkirch,director,1,11243547
nm0745247,Rodney Rothman,director,1,375540832
nm0745689,André Rouleau,producer,1,53120344
nm0745751,Jonathan Roumie,actor,1,75981184
nm0745780,Richard Roundtree,actor,4,23014958
nm0746041,Philippe Rousselet,producer,1,27975428
nm0746125,Brandon Routh,actor,1,391081184
nm0746147,Alison Routledge,actress,1,2123135.0
nm0746162,Jean-Paul Rouve,actor,5,162181120
nm0746273,Charles Roven,producer,12,3087816192
nm0746414,Kelly Rowan,actress,2,27479840
nm0746583,Nicholas Rowe,actor,1,19739576
nm0746714,Kelly Rowland,actress,1,116632624
nm0746896,Richard Roxburgh,actor,2,328796224
nm0747420,Andre Royo,actor,1,50365496
nm0747849,Joseph Ruben,director,4,164255424
nm0747933,Phil Rubenstein,actor,1,5596267.0
nm0747962,Jan Rubes,actor,1,2413427.0
nm0748075,Jennifer Rubin,actress,1,9797098.0
nm0748207,Sergio Rubini,actor,2,44941848
nm0748283,Richard P. Rubinstein,producer,1,57469468
nm0748289,Zelda Rubinstein,actress,1,14114488
nm0748620,Paul Rudd,actor,15,2210419200
nm0748665,Albert S. Ruddy,producer,2,18902460
nm0748784,Scott Rudin,producer,27,2090804864
nm0748911,Gérard Rudolf,actor,1,9638389.0
nm0748928,Alan Rudolph,director,3,6603974.0
nm0748973,Maya Rudolph,actress,2,351314176
nm0749017,Joshua Rudoy,actor,1,29760612
nm0749104,Belén Rueda,actress,2,111901352
nm0749262,Joseph Ruffalo,producer,2,13090502
nm0749263,Mark Ruffalo,actor,13,8160748032
nm0749447,François Ruggieri,producer,1,390659.0
nm0749570,Anthony Ruivivar,actor,1,8878839.0
nm0750019,Ja Rule,actor,1,19233280
nm0750376,Ruofu Wu,actor,1,31222160
nm0750658,Deborah Rush,actress,1,16856124
nm0750758,Jared Rushton,actor,1,1494969.0
nm0750837,Susan Ruskin,producer,1,8033397.0
nm0750852,Robert Rusler,actor,2,34940328
nm0750916,William Russ,actor,1,2413427.0
nm0750971,Simon Russell Beale,actor,1,24646056
nm0751018,Betsy Russell,actress,1,14100000
nm0751047,Brian Russell,producer,1,657446.0
nm0751080,Chuck Russell,director,3,231840480
nm0751102,David O. Russell,director,3,372378048
nm0751221,Jay Russell,director,3,155464416
nm0751518,Wyatt Russell,actor,1,41657844
nm0751567,Aaron Russo,director,1,3169719.0
nm0751567,Aaron Russo,producer,1,8475466.0
nm0751577,Anthony Russo,director,5,6844208128
nm0751577,Anthony Russo,producer,1,103740688
nm0751638,James Russo,actor,2,14680182
nm0751648,Joe Russo,director,5,6844208128
nm0751648,Joe Russo,producer,1,103740688
nm0752328,Stefan Ruzowitzky,director,2,29316670
nm0752407,Amy Ryan,actress,1,113398240
nm0752414,Annie Ryan,actress,1,3685862.0
nm0752527,Eileen Ryan,actress,1,23631928
nm0752636,John P. Ryan,actor,2,13578671
nm0752646,Julie Ryan,producer,1,21185162
nm0752671,Lata Ryan,producer,1,3987768.0
nm0752751,Mitchell Ryan,actor,3,82347040
nm0753032,Piet De Rycker,director,1,11243547
nm0753083,Aaron Ryder,producer,4,194515456
nm0753251,Sean Ryerson,producer,1,5750110.0
nm0753314,Mark Rylance,actor,1,525245536
nm0753423,Seung-wan Ryu,director,3,189549248
nm0753423,Seung-wan Ryu,producer,1,24106580
nm0753480,Daisuke Ryû,actor,1,3607393.0
nm0753486,Seung-beom Ryu,actor,2,68232016
nm0754512,Daryl Sabara,actor,3,464669536
nm0755261,Daniel Sackheim,director,1,23619608
nm0755267,Katee Sackhoff,actress,1,98337296
nm0755603,Thomas Sadoski,actor,1,18404706
nm0755894,Elena Safonova,actress,1,2201428.0
nm0755911,Peter Safran,producer,10,1660953088
nm0756016,Paco Sagarzazu,actor,1,23920412
nm0756083,Bill Sage,actor,2,98454928
nm0756089,Melissa Sagemiller,actress,2,32417854
nm0756203,Ludivine Sagnier,actress,1,22441496
nm0756406,Yôichi Sai,director,1,22298560
nm0756877,Yuki Saitô,actress,1,32333512
nm0756983,Hironobu Sakaguchi,director,1,85131832
nm0757026,Sonoko Sakai,producer,1,19844980
nm0757081,Junji Sakamoto,director,1,16869260
nm0757087,Maaya Sakamoto,actress,1,60488344
nm0757256,Gene Saks,director,1,11957943
nm0757854,Theresa Saldana,actress,1,855810.0
nm0757855,Zoe Saldana,actress,8,4671951872
nm0757858,Carlos Saldanha,director,5,2605047552
nm0757962,Akmal Saleh,actor,1,9642701.0
nm0758405,Diane Salinger,actress,2,66087720
nm0758574,Walter Salles,director,2,63632776
nm0758608,Peter Sallis,actor,1,194111168
nm0758760,Colin Salmon,actor,1,43377312
nm0758912,Bruno Salomone,actor,1,33026616
nm0758933,Jean-Paul Salomé,director,1,5461144.0
nm0759207,Victor Salva,director,1,30862156
nm0759270,Pierre Salvadori,director,2,36802412
nm0759434,Enzo Salvi,actor,2,37549428
nm0759627,Elie Samaha,producer,6,140138144
nm0760151,Angus Sampson,actor,2,280869472
nm0760225,Will Sampson,actor,1,11949484
nm0760515,Ron Samuels,producer,1,24159872
nm0760555,Marc Samuelson,producer,1,23937870
nm0760665,Antonia San Juan,actress,1,67872296
nm0760778,Fatima Sana Shaikh,actress,1,303723648
nm0760796,Hiroyuki Sanada,actor,5,556647168
nm0760989,Kiele Sanchez,actress,2,134866688
nm0761052,Roselyn Sanchez,actress,3,175562032
nm0761190,Paul Sand,actor,1,7888703.0
nm0761365,Mary Sandell,producer,1,124596840
nm0761401,Ian Sander,producer,2,25344772
nm0761498,Chris Sanders,actor,1,273144160
nm0761498,Chris Sanders,director,2,1082083456
nm0761581,Jack Frost Sanders,producer,1,1579260.0
nm0761587,Jay O. Sanders,actor,1,17736620
nm0761712,Scott Sanders,producer,1,45135828
nm0762017,Debra Stipe,actress,1,858250.0
nm0762121,Gloria Sandoval,actress,1,90894960
nm0762201,Gilles Sandoz,producer,1,16063920
nm0762541,Arlene Sanford,director,1,12214338
nm0762590,Midge Sanford,producer,3,35213148
nm0762965,Shirô Sano,actor,1,18623382
nm0763052,Ken Sansom,actor,2,159030336
nm0763216,Claudio Santamaria,actor,1,7354812.0
nm0763227,Yûsuke Santamaria,actor,1,36733288
nm0763858,Reni Santoni,actor,1,49042224
nm0763928,Rodrigo Santoro,actor,2,252824272
nm0764319,Damon Santostefano,director,1,10570375
nm0764367,Roberto Santucci,director,1,25402892
nm0764430,Carlos Sanz,actor,1,42931040
nm0764445,Horatio Sanz,actor,1,15020293
nm0764527,Danny Sapani,actor,1,24261568
nm0764771,Peter Saraf,producer,1,25804448
nm0764776,Deran Sarafian,director,1,16853488
nm0764780,Katherine Sarafian,producer,1,538983232
nm0765121,Joseph Sargent,director,1,20763012
nm0765306,Arthur Sarkissian,producer,1,8737253.0
nm0765597,Peter Sarsgaard,actor,5,178441408
nm0765605,Gailard Sartain,actor,1,19131246
nm0765767,Kiyoshi Sasabe,director,1,14638660
nm0766220,Jun'ya Satô,director,1,39287112
nm0766233,Kôichi Satô,actor,6,192638464
nm0766262,Shimako Sato,director,2,50609320
nm0766263,Shinsuke Sato,director,3,119209968
nm0766493,Masaharu Satô,actor,1,50461372
nm0766772,David Saunders,producer,1,8578231.0
nm0766837,Jennifer Saunders,actress,2,163815952
nm0767443,Doug Savant,actor,2,22653046
nm0767741,Tom Savini,actor,1,14000000
nm0767894,Pilar Savone,producer,1,425368224
nm0768018,Julia Sawalha,actress,1,39219108
nm0768249,Geoffrey Sax,director,1,23937870
nm0768319,Carolyn Saxon,actress,1,29934476
nm0768324,Edward Saxon,producer,1,21486756
nm0768620,Raphael Sbarge,actor,1,4122748.0
nm0768959,Dan Scanlon,director,1,141940048
nm0769135,Don Scardino,director,1,27437880
nm0769136,Hal Scardino,actor,1,35656132
nm0769154,Alan Scarfe,actor,1,10497324
nm0769311,Diana Scarwid,actress,2,27899696
nm0769644,Michael Schaefer,producer,2,982951744
nm0769812,Robert Schaffel,producer,2,6895493.0
nm0769840,Jeff Schaffer,director,1,22605152
nm0769874,Franklin J. Schaffner,director,1,1029822.0
nm0770234,Jerry Schatzberg,director,1,1119112.0
nm0770617,Lou Scheimer,producer,1,3261638.0
nm0770635,Reiner Schöne,actor,1,5058355.0
nm0770650,Andrew Scheinman,producer,3,175968768
nm0770788,Mary Kate Schellhardt,actress,1,30077112
nm0770918,Carl Schenkel,director,1,4557214.0
nm0770938,Robert Schenkkan,actor,1,3900000.0
nm0770961,Fred Schepisi,director,3,53107680
nm0771054,Lone Scherfig,director,1,26096852
nm0771490,Paul Schiff,producer,4,181623008
nm0771621,Adrian Schiller,actor,1,70829272
nm0771633,Danny Schiller,actor,1,1744164.0
nm0772004,Reene Schisgal,producer,1,3800000.0
nm0772095,Thomas Schlamme,director,2,12037356
nm0772116,Charlie Schlatter,actor,2,8076516.0
nm0772259,John Schlesinger,director,3,46664448
nm0772283,Peter Schlessel,producer,2,59105852
nm0772751,Kerstin Schmidbauer,producer,2,22664792
nm0772829,Arne Schmidt,producer,3,166290560
nm0772945,Gerhard Schmidt,producer,1,15020293
nm0773605,Marco Schnabel,director,1,40877556
nm0773837,Harold Schneider,producer,2,35484008
nm0774221,Gregor Schnitzler,director,1,18859382
nm0774337,Jill Schoelen,actress,2,6442485.0
nm0774386,Matthias Schoenaerts,actor,1,30229976
nm0774528,John D. Schofield,producer,1,96976272
nm0774927,Dale Schott,director,1,8540346.0
nm0774950,Uwe Schott,producer,1,5081127.0
nm0775443,Adam Schroeder,producer,2,231027712
nm0775447,Barbet Schroeder,director,2,18163990
nm0775831,Stefan Schubert,producer,1,11030861
nm0775980,Sandra Schulberg,producer,1,751555.0
nm0776072,Cathy Schulman,producer,3,210285536
nm0776209,Carl Schultz,director,1,18875012
nm0776239,Dwight Schultz,actor,1,3563162.0
nm0776271,John Schultz,director,2,120155840
nm0776317,Michael Schultz,director,2,30726908
nm0776542,Wieland Schulz-Keil,producer,1,4370078.0
nm0776580,Matt Schulze,actor,1,43928932
nm0776646,Martha De Laurentiis,producer,9,743900608
nm0777230,George 'Red' Schwartz,actor,1,8362969.0
nm0777300,Josh Schwartz,producer,1,34718172
nm0777408,Rick Schwartz,producer,1,45491656
nm0777423,Russell Schwartz,producer,1,6264058.0
nm0777455,Steve Schwartz,producer,2,91005440
nm0777531,Ronald L. Schwary,producer,1,32945796
nm0777594,Jessica Schwarz,actress,1,56573048
nm0777649,Simon Schwarz,actor,2,22664792
nm0777749,Russell Schweickart,actor,1,770132.0
nm0777760,Eric Schweig,actor,1,23920048
nm0777788,Matthias Schweighöfer,actor,3,148908288
nm0777881,Robert Schwentke,director,5,695982336
nm0777978,Ralph Schwingel,producer,1,11030861
nm0778285,Thomas Schühly,producer,1,167298192
nm0778642,Peter Scolari,actor,1,1006575.0
nm0779084,Dougray Scott,actor,1,101276320
nm0779280,Jane Scott,producer,1,109306208
nm0779325,Jill Scott,actress,1,60673972
nm0779433,Ken Scott,director,1,53120344
nm0779467,Larry B. Scott,actor,3,48391096
nm0779866,Tom Everett Scott,actor,2,109626464
nm0780098,Ronnie Screwvala,producer,1,29342464
nm0780117,George Scribner,director,1,53279056
nm0780133,Angus Scrimm,actor,1,7282851.0
nm0780528,Douglas Seale,actor,1,28202108
nm0780587,David Seaman,actor,1,3569939.0
nm0780870,Tracey Seaward,producer,3,272416960
nm0781218,Jon Seda,actor,1,3548556.0
nm0781238,Amy Sedaris,actress,1,146745280
nm0781305,Robert Sedgwick,actor,1,2136381.0
nm0781842,Peter Segal,director,6,722828288
nm0781899,Pamela Adlon,actress,1,277405.0
nm0781910,Allison Lyon Segan,producer,1,34411240
nm0781981,Jason Segel,actor,6,1359692032
nm0782213,Santiago Segura,actor,3,66872956
nm0782384,Susan Seidelman,director,3,18805808
nm0782561,Emmanuelle Seigner,actress,1,17637950
nm0782565,Mathilde Seigner,actress,1,37912040
nm0782840,Tomokazu Seki,actor,8,250907232
nm0782848,Daisuke Sekiguchi,producer,2,59013712
nm0783139,Henry Selick,director,1,124596840
nm0783280,JoAnne Sellar,producer,3,137232560
nm0783333,Arlene Sellers,producer,1,23389976
nm0783346,Dylan Sellers,producer,2,120122424
nm0783536,Aaron Seltzer,director,4,288351904
nm0783544,David Seltzer,director,2,29242668
nm0783652,Sergey Selyanov,producer,4,106780192
nm0784061,Dominic Sena,director,2,328829536
nm0784171,Joe Seneca,actor,1,5839031.0
nm0785227,Andy Serkis,actor,6,2216418048
nm0785227,Andy Serkis,director,1,506863584
nm0785565,Julieta Serrano,actress,1,7179298.0
nm0785842,Toni Servillo,actor,1,24271740
nm0786639,Brendan Sexton III,actor,2,65326160
nm0786733,Michel Seydoux,producer,1,5820020.0
nm0787265,Martin Shafer,producer,1,149542240
nm0787329,Stacey Shaffer,actress,1,3136701.0
nm0787359,Shafiq Syed,actor,1,2080046.0
nm0787420,Ash R. Shah,producer,1,855810.0
nm0787462,Naseeruddin Shah,actor,1,18041250
nm0787834,Michael Shamberg,producer,9,858135168
nm0788009,Garry Shandling,actor,2,353941568
nm0788171,S. Shankar,director,1,36945968
nm0788202,Adam Shankman,director,5,653495872
nm0788202,Adam Shankman,producer,5,467873504
nm0788335,Michael Shannon,actor,4,324179584
nm0788340,Molly Shannon,actress,3,160771328
nm0788458,Allen Shapiro,producer,1,18636536
nm0788509,George Shapiro,producer,2,60348800
nm0788513,Greg Shapiro,producer,4,140738688
nm0788829,Ray Sharkey,actor,3,11720937
nm0788890,Murari Sharma,actress,1,2080046.0
nm0788935,Bruce Sharman,producer,1,10161099
nm0789326,Michael Sharrett,actor,1,8988731.0
nm0789449,Shari Shattuck,actress,1,3136701.0
nm0789800,John Edwin Shaw,actor,1,760000.0
nm0790144,Robert Shaye,producer,6,121021088
nm0790474,Alan Shearman,actor,1,49261832
nm0790545,Ronald Shedlo,producer,1,3242342.0
nm0790688,Michael Sheen,actor,7,657589248
nm0790715,Penelope Spheeris,director,1,373743.0
nm0791156,Stephen Shellen,actor,1,12277096
nm0791185,Carla Shelley,producer,1,54622816
nm0791248,Adrienne Shelly,director,1,22240528
nm0791395,Sloane Shelton,actress,1,2049769.0
nm0791502,Paul Shenar,actor,3,29352080
nm0791723,Quinn Shephard,actress,2,49314704
nm0791847,Richard Shepherd,producer,1,19875740
nm0791864,Scott Shepherd,actor,1,35669016
nm0791871,Simon Shepherd,actor,1,10161099
nm0792049,Stacey Sher,producer,8,1304030720
nm0792061,William Sherak,producer,5,254340896
nm0792202,Kirsten Sheridan,actress,1,14743391
nm0792202,Kirsten Sheridan,director,1,66122024
nm0792263,Taylor Sheridan,director,2,63108152
nm0792320,Daniel A. Sherkow,producer,1,18782400
nm0792431,Emile Sherman,producer,2,216297632
nm0792446,Gary Sherman,director,1,14114488
nm0792568,Robert M. Sherman,producer,1,8988731.0
nm0792607,Wendy Sherman,actress,1,989033.0
nm0792871,Jon Shestack,producer,2,170838496
nm0793016,Nansun Shi,producer,2,136304000
nm0793069,Ko Shibasaki,actress,8,411911072
nm0793361,Yumiko Shigeoka,producer,1,48090432
nm0793404,Kippei Shîna,actor,1,22298560
nm0793607,Yoshishige Shimatani,producer,1,48090432
nm0793634,Sab Shimono,actor,1,947306.0
nm0793782,Goo Shin,actor,1,12049825
nm0793784,Shin Ha-kyun,actor,3,166635072
nm0793790,Hyeon-jun Shin,actor,2,51442476
nm0793802,Nelson Shin,director,1,5849647.0
nm0793840,Akiyuki Shinbô,director,1,25672406
nm0793868,Jun'ichi Shindô,producer,2,36283400
nm0793944,Takehiko Shinjo,director,1,24051386
nm0793992,Ryôko Shinohara,actress,1,29166054
nm0794000,Toshiya Shinohara,director,1,10539779
nm0794048,Akihiko Shiota,director,1,27308864
nm0794212,Shinichirô Shirakura,producer,1,10112538
nm0794426,Kai Shishido,actor,1,42473164
nm0794791,Jack Sholder,director,3,48762364
nm0795153,Cate Shortland,director,1,379751648
nm0795190,Murray Shostak,producer,1,3077361.0
nm0795225,Robin Shou,actor,1,70454096
nm0795290,Michael Showalter,director,1,56411584
nm0795517,Shu Qi,actress,6,543088512
nm0795661,Saurabh Shukla,actor,2,402624288
nm0795682,Lauren Shuler Donner,producer,12,1464512384
nm0795723,Constance Shulman,actress,1,19440088
nm0795832,Jason Shuman,producer,1,42487392
nm0795834,Larry Shuman,producer,1,48623572
nm0795981,Skyler Shaye,actress,1,26013152
nm0796102,Wing Shya,director,1,19573452
nm0796117,M. Night Shyamalan,director,6,1309908736
nm0796124,Charles Shyer,director,2,103306576
nm0796842,Jim Siedow,actor,1,8025872.0
nm0797150,Casey Siemaszko,actor,2,5563480.0
nm0797190,Corey Sienega,producer,2,83327256
nm0797325,Chris Sievernich,producer,1,4370078.0
nm0797382,Rocco Siffredi,actor,1,1585642.0
nm0797451,Sigurjon Sighvatsson,producer,3,15597805
nm0797526,James Signorelli,director,2,61196268
nm0797746,Joseph Sikora,actor,1,36599360
nm0797854,Joel Silberg,director,1,2864844.0
nm0797869,Brad Silberling,director,3,380573984
nm0797889,Serge Silberman,producer,1,3607393.0
nm0798065,Virginie Besson-Silla,producer,1,225874224
nm0798328,Henry Silva,actor,1,18869632
nm0798595,Breno Silveira,director,1,15508288
nm0798661,Casey Silver,producer,3,337392640
nm0798680,Diane Silver,producer,1,1301121.0
nm0798711,Jeffrey Silver,producer,3,50697200
nm0798717,Joan Micklin Silver,director,2,20222742
nm0798779,Ron Silver,actor,2,15972568
nm0798885,Ben Silverman,producer,1,6292780.0
nm0798899,David Silverman,director,1,536414272
nm0798923,Jim Silverman,producer,1,862551.0
nm0798930,Julie Yorn,producer,4,441739072
nm0798968,Ron Silverman,producer,1,29300090
nm0798971,Sarah Silverman,actress,1,529323968
nm0799050,Marc Silverstein,director,1,94539424
nm0799722,Daniel Simmons,actor,1,3582760.0
nm0799777,J.K. Simmons,actor,8,846951360
nm0799807,Joseph Simmons,actor,1,3582760.0
nm0799841,Matty Simmons,producer,1,49364620
nm0799886,Rudd Simmons,producer,1,39363636
nm0800048,Adam Simon,director,1,1627955.0
nm0800210,Joel Simon,producer,3,109244928
nm0800219,Josette Simon,actress,1,5899797.0
nm0800465,Robert Simonds,producer,7,373014304
nm0800922,Brad Simpson,producer,2,112667968
nm0800971,Don Simpson,producer,3,263470144
nm0801051,Jimmi Simpson,actor,2,71630160
nm0801157,Peter R. Simpson,producer,1,2995527.0
nm0801231,Taylor Simpson,actress,1,44909488
nm0801691,Nigel Sinclair,producer,2,79250344
nm0802033,Robert Singer,producer,1,140980.0
nm0802081,Anant Singh,producer,2,29767172
nm0802248,Tarsem Singh,director,3,441729696
nm0802617,Andrew Sipes,director,1,11534477
nm0802700,Gaowa Siqin,actress,2,113006672
nm0803022,Alex Siskin,producer,1,43411000
nm0803262,Jules Sitruk,actor,1,127392696
nm0803470,Wabei Siyolwe,actor,1,5899797.0
nm0803558,Emma Wiklund,actress,2,125851168
nm0803785,Lilia Skala,actress,1,2585639.0
nm0803889,Bill Skarsgård,actor,3,784734080
nm0803890,Gustaf Skarsgård,actor,1,22842888
nm0804592,Jerzy Skolimowski,actor,1,42160848
nm0805429,Ryan Slater,actor,1,7506759.0
nm0805476,John Slattery,actor,1,27685016
nm0805678,Ginger Sledge,producer,1,27712362
nm0805789,Victor Slezak,actor,1,71516616
nm0805965,Holly Goldberg Sloan,director,1,17736620
nm0806492,Leslie Small,director,2,55909096
nm0806527,Sharon Small,actress,1,130549456
nm0806915,Jack Smight,director,1,410952.0
nm0807252,Alexis Smith,actress,1,21458228
nm0807571,Bubba Smith,actor,5,158318096
nm0807573,Bud S. Smith,director,1,17550400
nm0808022,Douglas Smith,actor,1,29874280
nm0808178,Ethan Smith,producer,1,211817904
nm0808216,Francesca Marie Smith,actress,1,15249308
nm0808477,Howard Smith,producer,1,6985999.0
nm0808511,Irby Smith,producer,1,49797148
nm0808606,Jamil Walker Smith,actor,1,15249308
nm0808807,John N. Smith,director,1,84919400
nm0808819,Jonah Smith,producer,1,12520799
nm0809031,Lane Smith,actor,1,337812.0
nm0809321,Mel Smith,actor,1,441137.0
nm0809344,Michael Bailey Smith,actor,1,37697772
nm0809544,Paul L. Smith,actor,1,6948633.0
nm0809572,Pete Smith,actor,1,2123135.0
nm0809833,Russell Smith,producer,2,265756816
nm0809938,Shawnee Smith,actress,2,173122208
nm0809995,Stacey Smith,producer,1,47329960
nm0810058,Sukie Smith,actress,1,6208548.0
nm0810379,Yeardley Smith,actress,2,543847936
nm0810397,J. Smith-Cameron,actress,1,17762704
nm0810478,John Smithson,producer,1,60738796
nm0810488,Bill Smitrovich,actor,1,39661920
nm0810619,Jurnee Smollett,actress,1,53143144
nm0810632,Andrey Smolyakov,actor,2,77612968
nm0810638,Artur Smolyaninov,actor,1,26146164
nm0811056,Peter Snell,producer,2,1710333.0
nm0811202,Carrie Snodgress,actress,2,51358200
nm0811242,Brittany Snow,actress,2,472544416
nm0811583,Zack Snyder,director,4,1761425152
nm0811607,Solon So,producer,2,45816580
nm0811755,Harold Sobel,producer,1,2390525.0
nm0812200,Iain Softley,director,2,70366912
