"person_id","name","ocupation","number_of_movies","total_box_office"
nm0366363,John Hart,producer,2,87521792
nm0366389,Kevin Hart,actor,13,3995403264
nm0366509,Roxanne Hart,actress,1,5900000.0
nm0366667,Leslie Zemeckis,actress,1,286000512
nm0366866,Mariette Hartley,actress,1,5979011.0
nm0367286,Jane Hartwell,producer,1,587204672
nm0367496,Don Harvey,actor,1,18671316
nm0367696,Rodney Harvey,actor,1,8892589.0
nm0367703,Rupert Harvey,producer,2,35335592
nm0368069,Richard Hashimoto,producer,1,73707464
nm0368397,Danny Hassel,actor,1,22168360
nm0368614,Peter Hastings,director,1,18012096
nm0368792,Elizabeth Hatcher-Travis,producer,1,24487848
nm0369448,Andrew Hauptman,producer,1,64811540
nm0369513,Cole Hauser,actor,3,339615328
nm0369521,Fay Hauser,actress,1,18034150
nm0369567,Wings Hauser,actor,1,858250.0
nm0369592,Michael Hausman,producer,4,7662030.0
nm0369814,Nigel Havers,actor,2,24659612
nm0369860,Hal Havins,actor,1,3109904.0
nm0369954,Keeley Hawes,actress,1,46789412
nm0369981,Brianne Brozey,actress,1,64197204
nm0370035,John Hawkes,actor,1,90259536
nm0370657,Tamao Hayashi,actress,2,32973908
nm0370677,Megumi Hayashibara,actress,10,564402304
nm0370684,Shôzô Hayashiya,actor,1,17379776
nm0370759,Karl Hayden,actor,1,644532.0
nm0370779,Mathew Hayden,producer,2,7665300.0
nm0371010,Evan Hayes,producer,1,29390280
nm0371342,David Hayman,actor,2,12847643
nm0371579,Jim Haynie,actor,1,4348025.0
nm0371660,Dennis Haysbert,actor,2,142258992
nm0371735,Debra Hayward,producer,1,46712808
nm0371755,Jimmy Hayward,director,1,298572800
nm0371807,William Hayward,producer,1,6947787.0
nm0371890,Michel Hazanavicius,director,2,47685036
nm0372066,Eva Haßmann,actress,1,5058355.0
nm0372176,Lena Headey,actress,1,337580064
nm0372329,Janet Healy,producer,8,6556856832
nm0372910,María Victoria Hebrero,producer,1,1781465.0
nm0372935,Albie Hecht,producer,2,77714040
nm0373154,Rob Hedden,director,1,14343976
nm0373282,Peter Hedges,director,1,68471672
nm0373571,Kevin Heffernan,actor,2,52013984
nm0373600,Kyle T. Heffner,actor,1,7683620.0
nm0373723,John Hegeman,producer,1,47488536
nm0373798,Michael Hegner,director,1,21822496
nm0374002,Veit Heiduschka,producer,1,19319672
nm0374865,Simon Helberg,actor,1,48902952
nm0374949,Johan Heldenbergh,actor,1,26152836
nm0375068,Mark Helfrich,director,1,59768496
nm0375138,Sofia Helin,actress,1,21287566
nm0375353,Liz Heller,producer,1,2381087.0
nm0375383,Rosilyn Heller,producer,1,7305209.0
nm0375477,Jerome Hellman,producer,1,14302779
nm0375658,Geoffrey Helman,producer,1,1083486.0
nm0375809,David Helpern,producer,1,3588626.0
nm0376006,Anthony Hemingway,director,1,50365496
nm0376101,David Hemmings,actor,1,7310206.0
nm0376180,Hannah Hempstead,producer,1,351623.0
nm0376260,Chris Henchy,director,1,10691091
nm0376260,Chris Henchy,producer,4,613955392
nm0376274,Lynn Hendee,producer,1,125544024
nm0376416,Duncan Henderson,producer,3,329856032
nm0376540,Martin Henderson,actor,4,557798656
nm0376602,Shirley Henderson,actress,1,24420924
nm0376610,Stephen McKinley Henderson,actor,1,64414760
nm0376657,Gary Hendler,producer,1,463972.0
nm0376716,Christina Hendricks,actress,4,157664832
nm0377243,Dan Hennessey,actor,1,2608000.0
nm0378130,Jim Henshaw,actor,1,2608000.0
nm0378144,Jonathan Hensleigh,director,2,62202952
nm0378175,Shuler Hensley,actor,1,300157632
nm0378200,Darrin Dewitt Henson,actor,1,75511120
nm0378229,Lisa Henson,producer,2,145966368
nm0378245,Taraji P. Henson,actress,6,2078479616
nm0378660,Michael Herbig,actor,1,76341400
nm0378660,Michael Herbig,director,2,33760712
nm0378800,Richard Herd,actor,2,3783855.0
nm0378880,Wilson Jermaine Heredia,actor,1,31670620
nm0378893,Stephen Herek,director,5,174672544
nm0378932,Karoline Herfurth,actress,2,134249792
nm0378932,Karoline Herfurth,director,1,16719291
nm0379035,Richard Herland,producer,1,2295500.0
nm0379114,David Herman,actor,1,10827810
nm0379179,Mark Herman,director,1,4611784.0
nm0379200,Paul Herman,actor,1,14792779
nm0379237,Charles Herman-Wurmfeld,director,1,124914840
nm0379391,Cirio H. Santiago,producer,2,3062405.0
nm0379596,Jay Hernandez,actor,1,130560432
nm0379773,Felix Herngren,director,1,51167572
nm0380022,Juan Carlos Hernández,actor,1,55611000
nm0380225,Wolfgang Herold,producer,1,13818181
nm0380547,Gerardo Herrero,producer,1,8772695.0
nm0380628,Mark Herrier,actor,1,20518904
nm0380705,Rowdy Herrington,director,1,30050028
nm0380980,Marshall Herskovitz,producer,2,305333856
nm0381043,Louis Herthum,actor,1,69432528
nm0381110,Michael Hertzberg,producer,1,3965604.0
nm0381230,Michael Herz,director,2,1156527.0
nm0381245,Ilona Herzberg,producer,2,16115889
nm0381305,Ed Herzog,director,2,22664792
nm0381416,Grant Heslov,producer,3,374390720
nm0381478,Jared Hess,director,2,128930160
nm0381489,Jon Hess,director,1,940173.0
nm0381606,Howard Hesseman,actor,1,4781448.0
nm0381659,Jessica Hester Hsuan,actress,1,37092696
nm0381829,Jonathan Heuer,producer,1,10317779
nm0381857,Charles Heung,producer,1,43498768
nm0382072,Peter Hewitt,director,2,227092464
nm0382268,David Heyman,producer,9,4899981312
nm0382278,Norma Heyman,producer,3,63087136
nm0382362,Kerry Heysen,producer,1,92601048
nm0382375,Andy Heyward,producer,1,4889971.0
nm0382411,Pat Heywood,actress,1,960385.0
nm0382676,William Hickey,actor,1,644532.0
nm0382776,Anthony Hickox,director,1,808114.0
nm0382819,Catherine Hicks,actress,4,121071008
nm0382830,Dan Hicks,actor,1,5923044.0
nm0382854,Greg Hicks,actor,1,70829272
nm0382933,Patricia Hicks,producer,1,203857120
nm0382956,Scott Hicks,director,2,191958176
nm0382975,Tommy Redmond Hicks,actor,1,7137502.0
nm0383022,Noriko Hidaka,actress,1,42028116
nm0383354,Clare Higgins,actress,2,26654762
nm0383422,John Michael Higgins,actor,1,97838352
nm0383603,Freddie Highmore,actor,6,416186912
nm0383669,Frances Higson,producer,1,16373112
nm0383679,Kanako Higuchi,actress,1,17696020
nm0383688,Shinji Higuchi,director,4,191853152
nm0383837,Frank Hildebrand,producer,1,10000000
nm0384050,Arthur Hill,actor,1,13677222
nm0384162,Dana Hill,actress,1,49364620
nm0384185,Debra Hill,producer,4,57006056
nm0384294,Grant Hill,producer,4,371253824
nm0384722,Tim Hill,actor,1,4810790.0
nm0384722,Tim Hill,director,4,389301792
nm0384825,John Hillcoat,director,2,50817528
nm0384864,Stephen Hillenburg,director,1,140192992
nm0385630,Anthony Hines,producer,2,207358576
nm0385644,Cheryl Hines,actress,3,231485040
nm0385757,Pat Hingle,actor,2,55526512
nm0385809,Tommy Hinkley,actor,1,13110903
nm0386246,Rajkumar Hirani,director,2,78160368
nm0386249,Fumi Hirano,actress,1,26251232
nm0386286,Hiroaki Hirata,actor,3,40461144
nm0386294,Mitsuru Hirata,actor,1,10066797
nm0386382,Ryûichi Hiroki,director,1,7564756.0
nm0386414,Ryôko Hirosue,actress,2,46476272
nm0386472,Emile Hirsch,actor,4,229480560
nm0386504,Karl T. Hirsch,producer,1,21573338
nm0386570,Oliver Hirschbiegel,director,1,40170560
nm0386650,Michael Hirsh,producer,1,16337355
nm0386752,Aya Hisakawa,actress,1,115757936
nm0386760,Masami Hisamoto,actress,1,13422333
nm0386991,Rupert Hitzig,producer,1,2228951.0
nm0387541,Steven Hoban,producer,1,21510852
nm0387605,Lyndall Hobbs,director,1,13110903
nm0387646,Amy Hobby,producer,1,2046433.0
nm0387674,David Hoberman,producer,9,973364608
nm0387706,Gregory Hoblit,director,3,213051328
nm0387773,Danny Hoch,actor,1,55033768
nm0387987,Kane Hodder,actor,1,14343976
nm0388038,Aldis Hodge,actor,1,162146080
nm0388113,Tim Hodge,actor,1,25615232
nm0388198,Mike Hodges,director,2,1873824.0
nm0388788,Judy Hofflund,producer,2,363361216
nm0388818,Avi Hoffman,actor,1,16015639
nm0388898,Gregg Hoffman,producer,5,577310336
nm0388971,John Hoffman,director,1,45312216
nm0389098,Susan Hoffman,producer,1,14942422
nm0389113,Todd Hoffman,producer,1,2924635.0
nm0389311,Tamar Simon Hoffs,director,1,2700000.0
nm0389333,David Hoflin,actor,1,6908797.0
nm0389385,Mischa Hofmann,producer,1,4026949.0
nm0389386,Nico Hofmann,producer,1,31920160
nm0389405,Trish Hofmann,producer,1,44420168
nm0389492,Brandon K. Hogan,producer,1,19233280
nm0389514,David Hogan,director,1,3000073.0
nm0389591,P.J. Hogan,director,2,230369088
nm0390229,Laurie Holden,actress,1,169837008
nm0390822,Savage Steve Holland,director,2,15074045
nm0390844,Todd Holland,director,1,14278900
nm0390903,Tom Hollander,actor,1,38332992
nm0390970,Leslie Holleran,producer,2,82400368
nm0391274,Laurel Holloman,actress,1,2210408.0
nm0391502,Hannes Holm,director,1,30692888
nm0392008,Preston L. Holmes,producer,1,21353304
nm0392237,Nicole Holofcener,director,2,43534116
nm0392625,Mark Holton,actor,1,40940664
nm0392725,Maria Holvoe,actress,1,3690328.0
nm0392770,Roger Holzberg,director,1,1328001.0
nm0393201,Anh Hong,actress,1,6709383.0
nm0393222,James Hong,actor,1,11100000
nm0393331,Manami Honjô,actress,1,9735732.0
nm0393353,Hideyuki Honma,producer,2,30326156
nm0393535,Randeep Hooda,actor,4,169536352
nm0393678,Lance Hool,director,2,11317634
nm0393799,Tom Hooper,director,3,582049728
nm0394012,Leslie Hope,actress,2,5901108.0
nm0394046,Ted Hope,producer,1,2982011.0
nm0394251,Nikita Hopkins,actor,1,96159800
nm0394280,Stephen Hopkins,director,3,110009680
nm0394564,William Horberg,producer,2,124061920
nm0394588,Michael Hordern,actor,1,277646.0
nm0394671,Toru Horibe,producer,1,36733288
nm0394690,Ryô Horikawa,actor,2,166219312
nm0395203,Russell Hornsby,actor,1,34934008
nm0395949,Shizuko Hoshi,actress,1,947306.0
nm0396074,Mamoru Hosoda,director,4,198123584
nm0396075,Masahiro Hosoda,director,1,50461372
nm0396125,Nina Hoss,actress,1,22632256
nm0396212,Yukijirô Hotaru,actor,1,30183620
nm0396558,Nicholas Hoult,actor,9,1630000768
nm0396720,David B. Householter,producer,2,265977216
nm0396812,Danny Huston,actor,6,708795392
nm0396812,Danny Huston,director,1,1221366.0
nm0396924,Carice van Houten,actress,1,201545520
nm0397171,Bryce Dallas Howard,actress,2,216480512
nm0397174,Byron Howard,director,2,1280570880
nm0397212,Clint Howard,actor,1,13818181
nm0397441,Kevyn Major Howard,actor,1,25216244
nm0397492,Max Howard,producer,1,30893884
nm0397788,Brian Howe,actor,1,307127616
nm0398185,Peter Howitt,director,2,178661616
nm0398469,Judie Hoyt,producer,1,156595184
nm0398832,Kong Hsu,producer,1,7294403.0
nm0398836,Li-Kong Hsu,producer,2,220820128
nm0398852,Vivian Hsu,actress,2,55683364
nm0398971,Chih-ming Huang,producer,2,84918992
nm0399003,Jianxin Huang,director,2,133469112
nm0399003,Jianxin Huang,producer,4,267253056
nm0399015,Lei Huang,actor,1,34840000
nm0399144,Beth Hubbard,producer,2,29369520
nm0399210,Michael Hubbard,producer,1,19184820
nm0399446,Eric Hubert,producer,1,53425036
nm0399531,Whip Hubley,actor,1,2189047.0
nm0399541,Frank Hübner,producer,1,15020293
nm0399590,Cooper Huckabee,actor,1,1930001.0
nm0399663,David Huddleston,actor,1,23717292
nm0399737,Reginald Hudlin,director,1,13743212
nm0399737,Reginald Hudlin,producer,1,425368224
nm0399853,Hugh Hudson,director,1,358574.0
nm0400240,Mark Huffam,producer,3,853060992
nm0400385,Erica Huggins,producer,3,123159984
nm0400436,Albert Hughes,director,2,123777856
nm0400441,Allen Hughes,director,1,24147180
nm0400464,Barnard Hughes,actor,2,32867100
nm0400484,Brendan Hughes,actor,1,1189709.0
nm0400486,Bronwen Hughes,director,1,93900680
nm0400816,Miko Hughes,actor,1,19721740
nm0400850,Patrick Hughes,director,1,70060496
nm0401135,Joon-ho Huh,actor,2,26651540
nm0401192,Kara Wai,actress,1,60011072
nm0401195,Koan Hui,director,1,43498768
nm0401201,Michael Hui,actor,1,21836580
nm0401203,Raman Hui,director,3,1562103552
nm0401264,Michiel Huisman,actor,3,141313760
nm0401584,Nancy Hult Ganis,producer,1,18948424
nm0401638,Jens Hultén,actor,1,99630672
nm0401936,Mark Humphrey,actor,1,10497324
nm0402271,Charlie Hunnam,actor,1,411002912
nm0402281,Gayle Hunnicutt,actress,1,9023199.0
nm0402597,Peter R. Hunt,director,2,6145135.0
nm0402611,Richard Hunt,actor,1,13961370
nm0403044,Stephen Hunter,actor,1,2995527.0
nm0403101,Hermine Huntgeburth,director,3,39363148
nm0403223,Michelle Hunziker,actress,1,36702844
nm0404446,Hutch Parker,producer,2,759306560
nm0404483,Hanno Huth,producer,1,24816394
nm0404485,James Huth,director,2,39810008
nm0404754,Willard Huyck,director,1,16295774
nm0404929,Pam Hyatt,actress,1,8540346.0
nm0404991,John W. Hyde,producer,1,6157157.0
nm0404993,Jonathan Hyde,actor,1,100475248
nm0405033,Alex Hyde-White,actor,1,3953745.0
nm0405336,Nicholas Hytner,director,1,41387688
nm0405632,Mikael Håfström,director,1,96560592
nm0406334,Armando Iannucci,director,1,24646056
nm0406592,Masatô Ibu,actor,1,14648713
nm0406772,Takashige Ichise,producer,1,70711176
nm0406975,Rhys Ifans,actor,2,184189776
nm0407067,Álex de la Iglesia,director,1,33262366
nm0407296,Tsuyoshi Ihara,actor,1,68673232
nm0407454,Shûichi Ikeda,actor,4,162734464
nm0407514,Chizuru Ikewaki,actress,1,53452652
nm0408254,Michele Imperato,producer,1,183953728
nm0408284,Michael Imperioli,actor,1,18490424
nm0408538,Lorenza Indovina,actress,1,22862028
nm0408591,Ralph Ineson,actor,2,52828784
nm0408813,Barrie Ingham,actor,1,25336794
nm0409146,Frank Inn,actor,1,22257624
nm0409274,Fumio Inoue,producer,1,15787492
nm0409287,Kazuhiko Inoue,actor,1,44369456
nm0409459,Isshin Inudô,director,1,31967472
nm0409666,Jimmy Iovine,producer,2,289439040
nm0409866,Jill Ireland,actress,1,6075793.0
nm0410139,John Irvin,director,5,54336300
nm0410211,Paula Irvine,actress,1,7282851.0
nm0410516,Sandy Isaac,producer,1,84565232
nm0410540,Diane Isaacs,producer,1,2005840.0
nm0410640,Kris Isacsson,director,1,24419914
nm0410805,Gerald I. Isenberg,producer,1,1953732.0
nm0410832,Yûsuke Iseya,actor,3,72618592
nm0410907,Akira Ishida,actor,1,93711512
nm0410922,Katsumune Ishida,director,1,14122958
nm0410937,Tarô Ishida,actor,1,14817006
nm0410942,Yuriko Ishida,actress,1,32333512
nm0410959,Ken Ishiguro,actor,1,36109912
nm0411167,Unshô Ishizuka,actor,1,37552144
nm0411477,Neal Israel,director,1,10627754
nm0411531,Leon Isaac Kennedy,actor,2,1994067.0
nm0411581,Maia Morgenstern,actress,1,611486720
nm0411658,Giselle Itié,actress,1,31998252
nm0411682,Atsushi Itô,actor,2,57549524
nm0411683,Ayumi Ito,actress,1,33672516
nm0411692,Hideaki Itô,actor,4,198561808
nm0412322,Burl Ives,actor,1,1547397.0
nm0412374,Dana Ivey,actress,1,199043248
nm0412382,Judith Ivey,actress,1,20419446
nm0412465,James Ivory,director,3,5375944.0
nm0412517,Shunji Iwai,director,1,5663972.0
nm0412520,Yukiko Iwai,actress,4,336008128
nm0412537,Ryô Iwamatsu,actor,1,34975904
nm0412588,Basil Iwanyk,producer,10,1277396352
nm0412850,Eddie Izzard,actress,2,89698264
nm0412862,Biagio Izzo,actor,2,37549428
nm0413168,Hugh Jackman,actor,16,4172310016
nm0413208,James Jacks,producer,2,46690168
nm0413238,Natalie Mendoza,actress,1,57051052
nm0413547,George Jackson,producer,1,10348437
nm0413559,Glenda Jackson,actress,1,790000.0
nm0413970,Richard Jackson,producer,2,160552800
nm0413996,Roger Jackson,actor,1,16426471
nm0414064,Stoney Jackson,actor,1,601451.0
nm0414130,Victoria Jackson,actress,2,18434252
nm0414272,Ernst Jacobi,actor,1,19319672
nm0414417,Glenn Jacobs,actor,1,18564468
nm0414423,Gregory Jacobs,director,1,117813056
nm0414423,Gregory Jacobs,producer,3,352708832
nm0414570,Olu Jacobs,actor,1,1641825.0
nm0414772,Peter Jacobson,actor,1,3487767.0
nm0414930,Tom Jacobson,producer,6,461066112
nm0415016,Scott Jacoby,actor,1,1189709.0
nm0415207,Luc Jacquet,director,1,127392696
nm0415422,Raymond Jafelice,director,1,2608000.0
nm0415448,Herb Jaffe,producer,2,11407521
nm0415468,Michael Jaffe,producer,2,23780244
nm0415494,Stanley R. Jaffe,producer,2,188724016
nm0415498,Steven-Charles Jaffe,producer,1,3369307.0
nm0415890,T.D. Jakes,producer,4,238667392
nm0416164,Kia Jam,producer,2,90287576
nm0416378,Clifton James,actor,1,5680515.0
nm0416673,Kevin James,actor,10,2428578560
nm0416944,Steve James,actor,6,30410290
nm0417520,Jang Dong-Gun,actor,2,38229480
nm0417708,Annabel Jankel,director,1,12706478
nm0417794,Michael Patrick Jann,director,1,10571408
nm0418877,John Jarratt,actor,1,30762648
nm0418982,Julian Jarrold,director,1,37311672
nm0418986,Charles Jarrott,director,1,275000.0
nm0419054,Graham Jarvis,actor,1,351623.0
nm0419169,Jon Jashni,producer,4,1298200704
nm0419363,Christina Jastrzembska,actress,1,709827456
nm0419478,Pierre Javaux,producer,1,8755325.0
nm0419645,Tony Jay,actor,1,135703600
nm0419650,Jay-Z,producer,1,136853504
nm0419688,Jayaram,actor,1,28477890
nm0420817,Dallas Jenkins,director,1,13728000
nm0420898,Ken Jenkins,actor,1,31053600
nm0420941,Patty Jenkins,director,3,1049918208
nm0420955,Richard Jenkins,actor,6,703416128
nm0421017,Michael Jenkinson,producer,1,41604472
nm0421105,Alex Jennings,actor,2,164771808
nm0421127,Claire Jennings,producer,2,318708000
nm0421688,Steven Jensen,producer,1,32726956
nm0421799,Julia Jentsch,actress,1,6404964.0
nm0421820,Jin-wan Jeong,producer,1,74466864
nm0421822,Ken Jeong,actor,2,70840048
nm0422484,Norman Jewison,director,2,84172496
nm0422484,Norman Jewison,producer,1,4611062.0
nm0422623,Philip Keung,actor,4,375485248
nm0422638,Wen Jiang,actor,2,186110784
nm0422638,Wen Jiang,director,1,85170584
nm0422640,Wu Jiang,actor,4,544550656
nm0422948,Héctor Jiménez,actor,1,99255456
nm0423084,Shih-Chieh King,actor,1,30355804
nm0423134,Dan Jinks,producer,5,691165504
nm0423280,Yeong-wook Jo,producer,1,23834148
nm0423333,Phil Joanou,director,3,53767536
nm0423589,Mike Joens,director,1,5958456.0
nm0423646,Roland Joffé,director,3,31163594
nm0423774,David Johansen,actor,1,4973285.0
nm0424060,Scarlett Johansson,actress,22,5480363520
nm0424101,Hiroo Johar,producer,4,126150288
nm0424103,Karan Johar,director,2,74014280
nm0424103,Karan Johar,producer,3,102300784
nm0424105,Yash Johar,producer,1,13200241
nm0424155,Domenick John,actor,1,14000000
nm0424216,Johnny Knoxville,actor,3,345629696
nm0424370,Tracy Camilla Johns,actress,1,7137502.0
nm0424466,Alan Johnson,director,1,1579260.0
nm0424481,Alexz Johnson,actress,1,118890272
nm0424513,Anthony Johnson,actor,1,10317779
nm0424635,Brad Johnson,actor,1,43858792
nm0424663,Broderick Johnson,producer,13,1346326528
nm0424759,Chas. Floyd Johnson,producer,1,50365496
nm0424800,Clark Johnson,director,1,78810592
nm0424830,Craigus R. Johnson,actor,1,5228617.0
nm0424848,Dakota Johnson,actress,5,1467408640
nm0425005,Dwayne Johnson,actor,24,10641427456
nm0425053,Eric Johnson,actor,2,753530880
nm0425169,Greg Johnson,producer,1,1268636.0
nm0425540,Kenneth Johnson,director,1,21630088
nm0425610,Laura Johnson,actress,1,96258200
nm0425741,Mark Johnson,producer,16,1269460096
nm0425756,Mark Steven Johnson,director,2,222233088
nm0425756,Mark Steven Johnson,producer,1,44907260
nm0425894,Niall Johnson,director,1,18575768
nm0425944,Pat E. Johnson,actor,1,115103976
nm0425957,Patrick Read Johnson,director,1,4821759.0
nm0426059,Rian Johnson,director,4,1835224576
nm0426333,Tim Johnson,director,1,339795904
nm0426440,Bill Johnson,producer,2,100919976
nm0426666,J.J. Johnston,actor,1,3527886.0
nm0427104,Lisa Andoh,actress,1,10382407
nm0427468,Amy Holden Jones,director,1,9868521.0
nm0427827,Damian Jones,producer,4,218464128
nm0427880,David Hugh Jones,director,2,3133255.0
nm0427964,Doug Jones,actor,2,363652544
nm0428065,Felicity Jones,actress,6,1492762752
nm0428121,Gemma Jones,actress,1,265126912
nm0428211,Heather-Jay Jones,actress,1,10827816
nm0428314,Janet Jones,actress,1,4845724.0
nm0428600,Kirk Jones,director,2,175016640
nm0428656,Leslie Jones,actress,2,376939552
nm0428699,Loretha C. Jones,producer,2,53156884
nm0428923,Nathan Jones,actor,1,27165580
nm0428963,Orlando Jones,actor,2,73565136
nm0429069,Rashida Jones,actress,3,768760576
nm0429134,Robert Jones,producer,2,64518048
nm0429207,Sam J. Jones,actor,1,4781448.0
nm0430107,Michael B. Jordan,actor,5,1743608960
nm0430151,Richard Jordan,actor,4,72448000
nm0430234,Daniel Jordano,actor,1,2669366.0
nm0430742,Barry Josephson,producer,6,644487552
