within_year_rank,title,release_year,worldwide_box_office,domestic_box_office,foreign_box_office
57,Finding Forrester,2000,80049764,51804714,28245050
58,The Road to El Dorado,2000,76432727,50863742,25568985
59,"Dude, Where's My Car?",2000,73180723,46729800,26450923
60,"O Brother, Where Art Thou?",2000,71868327,45512588,26355739
61,Rules of Engagement,2000,71732303,61335230,10397073
62,Frequency,2000,68106245,45010278,23095967
63,Thirteen Days,2000,66579890,34592089,31987801
64,Proof of Life,2000,62761005,32598931,30162074
65,Snow Day,2000,62464731,60020107,2444624
66,28 Days,2000,62198945,37170488,25028457
67,Taxi 2,2000,60726164,626164,60100000
68,Keeping the Faith,2000,59945183,37047880,22897303
69,Next Friday,2000,59827328,57328603,2498725
70,The Flintstones in Viva Rock Vegas,2000,59468275,35268275,24200000
71,Little Nicky,2000,58292295,39464775,18827520
72,Pay It Forward,2000,55707411,33519628,22187783
73,Bounce,2000,53425292,36805288,16620004
74,Pitch Black,2000,53187659,39240659,13947000
75,Hanging Up,2000,51880044,36050230,15829814
76,The Skulls,2000,50802120,35046120,15756000
77,The Replacements,2000,50054511,44737059,5317452
78,Book of Shadows: Blair Witch 2,2000,47737094,26437094,21300000
79,Almost Famous,2000,47383689,32534850,14848839
80,The Watcher,2000,47267829,28946615,18321214
81,High Fidelity,2000,47126295,27287137,19839158
82,Dracula 2000,2000,47053625,33022767,14030858
83,The Gift,2000,44567606,12008642,32558964
84,Where the Heart Is,2000,40863718,33772838,7090880
85,Bless the Child,2000,40443010,29381494,11061516
86,The Art of War,2000,40400425,30208599,10191826
87,Dancer in the Dark,2000,40031879,4184036,35847843
88,The Legend of Bagger Vance,2000,39459427,30919168,8540259
89,Urban Legends: Final Cut,2000,38574362,21468807,17105555
90,The Original Kings of Comedy,2000,38182790,38182790,
91,Titan A.E.,2000,36754634,22753426,14001208
92,Return to Me,2000,36609995,32722798,3887197
93,My Dog Skip,2000,35547761,34134641,1413120
94,The Adventures of Rocky & Bullwinkle,2000,35134820,26005820,9129000
95,American Psycho,2000,34266564,15070285,19196279
96,Dungeons & Dragons,2000,33978694,15391970,18586724
97,Red Planet,2000,33463969,17480890,15983079
98,Wonder Boys,2000,33426588,19393557,14033031
99,Reindeer Games,2000,32168970,23368995,8799975
100,Lost Souls,2000,31355910,16815253,14540657
101,Small Time Crooks,2000,29934477,17266359,12668118
102,Battlefield Earth,2000,29725663,21471685,8253978
103,Nurse Betty,2000,29360400,25170054,4190346
104,Boiler Room,2000,28780255,16970581,11809674
105,The Little Vampire,2000,27965865,13572400,14393465
106,Love & Basketball,2000,27728118,27459615,268503
107,Cirque du Soleil: Journey of Man,2000,27538359,15627434,11910925
108,Center Stage,2000,26385941,17200925,9185016
109,Saving Grace,2000,26330482,12178602,14151880
110,Boys and Girls,2000,25850615,21799652,4050963
111,Down to You,2000,24419914,20069008,4350906
112,The Next Best Thing,2000,24362772,14990582,9372190
113,Dr. T & the Women,2000,22844291,13113041,9731250
114,The Contender,2000,22361811,17872723,4489088
115,Michael Jordan to the Max,2000,21268532,18650521,2618011
116,Best in Show,2000,20789556,18715392,2074164
117,Thomas and the Magic Railroad,2000,19748009,15933506,3814503
118,Get Carter,2000,19412993,14967182,4445811
119,The Ninth Gate,2000,18661336,18661336,
120,Loser,2000,18404706,15618626,2786080
121,All the Pretty Horses,2000,18133495,15540353,2593142
122,Quills,2000,17989227,7065332,10923895
123,CyberWorld,2000,16653900,11253900,5400000
124,Digimon: The Movie,2000,16643191,9631153,7012038
125,The Dish,2000,16575074,2552992,14022082
126,Italian for Beginners,2000,16349568,4544753,11804815
127,Drowning Mona,2000,15906764,15506764,400000
128,Highlander: Endgame,2000,15843608,12811858,3031750
129,Bait,2000,15471969,15325127,146842
130,Supernova,2000,14828081,14230455,597626
131,Malena,2000,14493284,3448233,11045051
132,I Dreamed of Africa,2000,14400327,6651522,7748805
133,What Planet Are You From?,2000,14145677,6291602,7854075
134,The Ladies Man,2000,13743212,13616610,126602
135,Solarmax,2000,13400161,13400161,
136,The Crew,2000,13105853,13023075,82778
137,The Way of the Gun,2000,13069740,6055661,7014079
138,In the Mood for Love,2000,12854953,2738980,10115973
139,Gossip,2000,12591270,5108820,7482450
140,Ready to Rumble,2000,12452362,12394327,58035
141,The Legend of Drunken Master,2000,11555430,11555430,
142,You Can Count on Me,2000,11242521,9416804,1825717
143,Shadow of the Vampire,2000,11155214,8293784,2861430
144,Lucky Numbers,2000,10890222,10042516,847706
145,Here on Earth,2000,10873148,10522168,350980
146,Pollock,2000,10558970,8598593,1960377
147,Anatomy,2000,10501958,9660,10492298
148,The Virgin Suicides,2000,10409377,4906229,5503148
149,Woman on Top,2000,10194274,5020111,5174163
150,Godzilla 2000: Millennium,2000,10037390,10037390,
151,Whatever It Takes,2000,9902115,8745680,1156435
152,3 Strikes,2000,9832166,9832166,
153,Bread and Tulips,2000,9719848,5318679,4401169
154,Ghost Dog: The Way of the Samurai,2000,9380473,3308029,6072444
155,State and Main,2000,9206279,6944471,2261808
156,Before Night Falls,2000,8527517,4242892,4284625
157,Butterfly,2000,7733894,2092682,5641212
158,Ants in the Pants,2000,7625967,,7625967
159,Requiem for a Dream,2000,7390108,3635482,3754626
160,Where the Money Is,2000,7243669,5661798,1581871
161,Screwed,2000,7201701,7027345,174356
162,Widow of St. Pierre,2000,7193889,3193889,4000000
163,Croupier,2000,7075068,6201143,873925
164,Duets,2000,6620242,4739023,1881219
165,Now or Never,2000,5995963,,5995963
166,Black & White,2000,5541431,5277299,264132
167,The in Crowd,2000,5280035,5280035,
168,The House of Mirth,2000,5164404,3043284,2121120
169,Otto - Der Katastrofenfilm,2000,5058355,,5058355
170,Whipped,2000,4775009,4159986,615023
171,Held Up,2000,4705631,4705631,
172,The Jungle Book 2000 Re-release,2000,4466472,,4466472
173,The Tao of Steve,2000,4406030,4342203,63827
174,Mohabbatein,2000,4279351,1070000,3209351
175,East Is East,2000,4177818,4177818,
176,Bossa Nova,2000,4069261,1823297,2245964
177,Erkan & Stefan,2000,4026949,,4026949
178,Pettson & Findus - Katten och gubbens år,2000,3920489,,3920489
179,Up at the Villa,2000,3740113,2933161,806952
180,The Big Kahuna,2000,3728888,3165544,563344
181,Price of Glory,2000,3548556,3440228,108328
182,Gun Shy,2000,3221280,1638202,1583078
183,Beautiful,2000,3169930,3157348,12582
184,Isn't She Great,2000,3003296,2962465,40831
185,No More School,2000,2870533,,2870533
186,Flickering Lights,2000,2760019,,2760019
187,The Color of Paradise,2000,2724595,1817216,907379
188,God's Army,2000,2637726,2637726,
189,But I'm a Cheerleader,2000,2595216,2205627,389589
190,Bamboozled,2000,2463650,2274979,188671
191,East/West,2000,2321029,2321029,
192,Shower,2000,2150929,1157764,993165
193,Left Luggage,2000,2111280,1069540,1041740
194,Blood Simple 2000 Re-release,2000,2068701,1701855,366846
195,Marlene,2000,2061924,,2061924
196,Hamlet,2000,2046433,1577287,469146
197,The Broken Hearts Club: A Romantic Comedy,2000,2019121,1746585,272536
198,Cecil B. Demented,2000,1961544,1284646,676898
199,The Life and Times of Hank Greenberg,2000,1712385,1712385,
200,The Girl on the Bridge,2000,1708839,1708839,
1,Harry Potter and the Sorcerer's Stone,2001,974755371,317575550,657179821
2,The Lord of the Rings: The Fellowship of the Ring,2001,880839846,313364114,567475732
3,"Monsters, Inc.",2001,528773250,255873250,272900000
4,Shrek,2001,484409218,267665011,216744207
5,Ocean's Eleven,2001,450717150,183417150,267300000
6,Pearl Harbor,2001,449220945,198542554,250678391
7,The Mummy Returns,2001,433013274,202019785,230993489
8,Jurassic Park III,2001,368780809,181171875,187608934
9,Planet of the Apes,2001,362211740,180011740,182200000
10,Hannibal,2001,351692268,165092268,186600000
11,Rush Hour 2,2001,347325802,226164286,121161516
12,A Beautiful Mind,2001,313542341,170742341,142800000
13,American Pie 2,2001,287553595,145103595,142450000
14,Bridget Jones's Diary,2001,281929795,71543427,210386368
15,Spirited Away,2001,274925095,10055859,264869236
16,Lara Croft: Tomb Raider,2001,274703340,131168070,143535270
17,A.I. Artificial Intelligence,2001,235926552,78616689,157309863
18,The Others,2001,209947037,96522687,113424350
19,The Fast and the Furious,2001,207283925,144533925,62750000
20,Vanilla Sky,2001,203388341,100618344,102769997
21,Cats & Dogs,2001,200687492,93385515,107301977
22,Atlantis: The Lost Empire,2001,186053725,84056472,101997253
23,Moulin Rouge!,2001,179213434,57386607,121826827
24,Dr. Dolittle 2,2001,176104344,112952899,63151445
25,Amélie,2001,173921954,33225499,140696455
26,Black Hawk Down,2001,172989651,108638745,64350906
27,The Princess Diaries,2001,165335153,108248956,57086197
28,Spy Kids,2001,147934180,112719001,35215179
29,The Mexican,2001,147845033,66845033,81000000
30,Swordfish,2001,147080413,69772969,77307444
31,Spy Game,2001,143049560,62362560,80687000
32,Legally Blonde,2001,141774679,96520674,45254005
33,Scary Movie 2,2001,141220678,71308997,69911681
34,Shallow Hal,2001,141069860,70839203,70230657
35,America's Sweethearts,2001,138307673,93607673,44700000
36,Save the Last Dance,2001,131706809,91057006,40649803
37,A Knight's Tale,2001,117487473,56569702,60917771
38,The Score,2001,113579918,71107711,42472207
39,Along Came a Spider,2001,105178561,74078174,31100387
40,Training Day,2001,104876233,76631907,28244326
41,Jimmy Neutron: Boy Genius,2001,102992536,80936232,22056304
42,Don't Say a Word,2001,100020092,55001642,45018450
43,Evolution,2001,98376292,38345494,60030798
44,I Am Sam,2001,97818139,40311852,57506287
45,Enemy at the Gates,2001,96976270,51401758,45574512
46,The Wedding Planner,2001,94728529,60400856,34327673
47,Behind Enemy Lines,2001,91753202,58856790,32896412
48,Gosford Park,2001,87754044,41308615,46445429
49,Ali,2001,87713825,58203105,29510720
50,Rat Race,2001,85498534,56618055,28880479
51,Final Fantasy: The Spirits Within,2001,85131830,32131830,53000000
52,The Animal,2001,84772742,57743062,27029680
53,Blow,2001,83282296,52990775,30291521
54,Exit Wounds,2001,79958599,51758599,28200000
55,Serendipity,2001,77516304,50294317,27221987
56,Kate & Leopold,2001,76019048,47121859,28897189
57,Der Schuh des Manitu,2001,75482094,,75482094
58,From Hell,2001,74558115,31602566,42955549
59,The One,2001,72689126,43905746,28783380
60,The Royal Tenenbaums,2001,71441250,52364010,19077240
61,Down to Earth,2001,71186502,64186502,7000000
62,Brotherhood of the Wolf,2001,70752904,11260096,59492808
63,Thir13en Ghosts,2001,68467960,41867960,26600000
64,Pokémon 3 the Movie: Spell of the Unown,2001,68411275,17052128,51359147
65,Bandits,2001,67631903,41575141,26056762
66,Not Another Teen Movie,2001,66468332,38252284,28216048
67,Sweet November,2001,65754228,25288103,40466125
68,K-PAX,2001,65001485,50338485,14663000
69,Kiss of the Dragon,2001,64437847,36845124,27592723
70,Captain Corelli's Mandolin,2001,62112895,25543895,36569000
71,Zoolander,2001,60780981,45172250,15608731
72,The Crimson Rivers,2001,60094966,594966,59500000
73,Jeepers Creepers,2001,59217789,37904175,21313614
74,Heartbreakers,2001,57756408,40336607,17419801
75,15 Minutes,2001,56359980,24403552,31956428
76,Driven,2001,54744738,32720065,22024673
77,Domestic Disturbance,2001,54249294,45246095,9003199
78,The Closet,2001,50104745,6678894,43425851
79,Monster's Ball,2001,44909486,31273922,13635564
80,Recess: School's Out,2001,44460850,36706141,7754709
81,Hardball,2001,44102389,40222729,3879660
82,In the Bedroom,2001,43368779,35930604,7438175
83,See Spot Run,2001,43057552,33357476,9700076
84,Shaolin Soccer,2001,42776760,489600,42287160
85,Black Knight,2001,39976235,33426971,6549264
86,Memento,2001,39723096,25544867,14178229
87,Crocodile Dundee in Los Angeles,2001,39438674,25635682,13802992
88,Haunted Castle,2001,39093166,13651656,25441510
89,Someone Like You,2001,38689940,27343067,11346873
90,What's the Worst That Could Happen?,2001,38464131,32269834,6194297
91,The Majestic,2001,37317558,27807266,9510292
92,Valentine,2001,36684136,20384136,16300000
93,Joy Ride,2001,36642838,21974919,14667919
94,Riding in Cars with Boys,2001,35743308,30165536,5577772
95,Original Sin,2001,35402320,16534221,18868099
96,Jay and Silent Bob Strike Back,2001,33788161,30085147,3703014
97,Y tu mamá también,2001,33616692,13839658,19777034
98,The Musketeer,2001,32533802,27073640,5460162
99,Double Take,2001,31603059,29831583,1771476
100,How High,2001,31283740,31178740,105000
101,Beauty and the Beast 2000 IMAX Release,2001,31033346,25487190,5546156
102,Joe Dirt,2001,30987695,27087695,3900000
103,Hearts in Atlantis,2001,30919415,24185781,6733634
104,Monsoon Wedding,2001,30787356,13885966,16901390
105,Angel Eyes,2001,29715606,24174218,5541388
106,The Pledge,2001,29419291,19733089,9686202
107,Baby Boy,2001,29381649,28734552,647097
108,Heist,2001,28510652,23510841,4999811
109,The Tailor of Panama,2001,28008462,13729742,14278720
110,The Brothers,2001,27958191,27457409,500782
111,The Last Castle,2001,27642707,18244060,9398647
112,Saving Silverman,2001,26086706,19402030,6684676
113,Corky Romano,2001,25272752,23980304,1292448
114,The Shipping News,2001,24690441,11434216,13256225
115,Joe Somebody,2001,24516772,22771646,1745126
116,Nowhere in Africa,2001,24322180,6180200,18141980
117,Tanguy,2001,24272365,,24272365
118,Life as a House,2001,23903791,15667270,8236521
119,The Glass House,2001,23619609,18150259,5469350
120,Tomcats,2001,23430766,13558739,9872027
121,Kingdom Come,2001,23396049,23249649,146400
122,Two Can Play That Game,2001,22391450,22235901,155549
123,Winged Migration,2001,21493351,924651,20568700
124,Amores Perros,2001,20908467,5408467,15500000
125,Mulholland Drive,2001,20117339,7220243,12897096
126,Himalaya 2001 Re-release,2001,19960881,2487878,17473003
127,Crazy/Beautiful,2001,19937988,16937988,3000000
128,Get Over It,2001,19900366,11576464,8323902
129,Summer Catch,2001,19772447,19753553,18894
130,Shackleton's Antarctic Adventure,2001,19613216,15553324,4059892
131,Rock Star,2001,19334145,17008282,2325863
132,O,2001,19260537,16025437,3235100
133,The Man Who Wasn't There,2001,18916623,7504257,11412366
134,The Curse of the Jade Scorpion,2001,18914307,7517191,11397116
135,3000 Miles to Graceland,2001,18720175,15749959,2970216
136,Max Keeble's Big Move,2001,18634654,17294293,1340361
137,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,18623382,,18623382
138,Antitrust,2001,18195610,11328094,6867516
139,Jason X,2001,16951798,13121555,3830243
140,Sugar & Spice,2001,16908947,13305101,3603846
141,Just Visiting,2001,16176732,4781539,11395193
142,Iris,2001,16153953,5594617,10559336
143,Lantana,2001,15747450,4623189,11124261
144,Enigma 2001 Re-release,2001,15705007,4301582,11403425
145,With a Friend Like Harry...,2001,15472186,3830441,11641745
146,Brother,2001,15250594,450594,14800000
147,Josie and the Pussycats,2001,14866015,14271015,595000
148,Out Cold,2001,14782676,13906394,876282
149,Iron Monkey,2001,14694904,14694904,
150,Together,2001,14572229,1034829,13537400
151,Freddy Got Fingered,2001,14333252,14254993,78259
152,Osmosis Jones,2001,14026418,13596911,429507
153,Ghosts of Mars,2001,14010832,8709640,5301192
154,American Outlaws,2001,13678913,13342790,336123
155,One Night at McCool's,2001,13473370,6290673,7182697
156,Vidocq,2001,13240767,,13240767
157,Head Over Heels,2001,13127022,10424470,2702552
158,Formula 51,2001,12881605,5204007,7677598
159,The Girl from Paris,2001,12812396,183266,12629130
160,Apocalypse Now Redux,2001,12543269,4626290,7916979
161,Say It Isn't So,2001,12320393,5520393,6800000
162,The Son's Room,2001,11767402,1016340,10751062
163,Les rois mages,2001,11702020,,11702020
164,The Experiment,2001,11455141,,11455141
165,Kabhi Khushi Kabhie Gham...,2001,11329690,2902000,8427690
166,The Little Polar Bear,2001,11243547,,11243547
167,Inuyasha the Movie: Affections Touching Across Time,2001,10539779,,10539779
168,Town & Country,2001,10372291,6719973,3652318
169,Wasabi,2001,10366360,97220,10269140
170,The Wash,2001,10229331,10097538,131793
171,Sexy Beast,2001,10045677,6946056,3099621
172,Girls on Top,2001,10038662,,10038662
173,The Deep End,2001,10031529,8823109,1208420
174,Mad Love,2001,9306362,280046,9026316
175,Kandahar,2001,8914751,1418314,7496437
176,Son of the Bride,2001,8772695,624757,8147938
177,Ghost World,2001,8764007,6217849,2546158
178,The Forsaken,2001,8704851,7288451,1416400
179,Tini: The New Life of Violetta,2001,8678476,,8678476
180,The Prince and the Pirate,2001,8579972,,8579972
181,Bones,2001,8378853,7316658,1062195
182,Merry Christmas,2001,8228560,,8228560
183,The Hole,2001,7644361,,7644361
184,Sex and Lucía,2001,7640680,1594779,6045901
185,Monkeybone,2001,7622365,5411999,2210366
186,Mean Machine,2001,7310206,92770,7217436
187,The Slurb,2001,6854681,,6854681
188,China: The Panda Adventure,2001,6784985,3921642,2863343
189,The Road Home,2001,6780490,1280490,5500000
190,The Piano Teacher,2001,6749315,1012069,5737246
191,Under the Sand,2001,6531687,1452698,5078989
192,The Devil's Backbone,2001,6459020,755249,5703771
193,Megiddo: The Omega Code 2,2001,6047691,6047691,
194,Chaos,2001,6042938,,6042938
195,Tom Thumb,2001,5867304,,5867304
196,The Golden Bowl,2001,5753678,3050532,2703146
197,A Fish Tale,2001,5595327,563911,5031416
198,Made,2001,5480653,5313300,167353
199,Read My Lips,2001,5393526,1471911,3921615
200,Charlotte Gray,2001,5323109,741394,4581715
1,The Lord of the Rings: The Two Towers,2002,936689735,339789881,596899854
2,Harry Potter and the Chamber of Secrets,2002,878979634,261988482,616991152
3,Spider-Man,2002,821708551,403706375,418002176
4,Star Wars: Episode II - Attack of the Clones,2002,645256452,302191252,343065200
5,Men in Black II,2002,441818803,190418803,251400000
6,Die Another Day,2002,431971116,160942139,271028977
7,Signs,2002,408247917,227966634,180281283
8,Ice Age,2002,383257136,176387405,206869731
9,My Big Fat Greek Wedding,2002,368744044,241438208,127305836
10,Minority Report,2002,358372926,132072926,226300000
11,Catch Me If You Can,2002,352114312,164615351,187498961
12,Chicago,2002,306776732,170687518,136089214
13,Austin Powers in Goldmember,2002,296938801,213307889,83630912
14,xXx,2002,277448382,142109382,135339000
15,Scooby-Doo,2002,275650703,153294164,122356539
16,Lilo & Stitch,2002,273144151,145794338,127349813
17,The Ring,2002,249348933,129128133,120220800
18,8 Mile,2002,242875078,116750901,126124177
19,The Bourne Identity,2002,214034224,121661683,92372541
20,Red Dragon,2002,209196298,93149898,116046400
21,Two Weeks Notice,2002,199043242,93354851,105688391
22,Panic Room,2002,196397415,96397334,100000081
23,The Sum of All Fears,2002,193921372,118907036,75014336
24,Gangs of New York,2002,193772504,77812000,115960504
25,Road to Perdition,2002,181001478,104454762,76546716
26,Sweet Home Alabama,2002,180622424,127223418,53399006
27,The Scorpion King,2002,178799308,91047077,87752231
28,Hero,2002,177395557,53710019,123685538
29,The Santa Clause 2,2002,172855065,139236327,33618738
30,Mr. Deeds,2002,171269535,126293452,44976083
31,Stuart Little 2,2002,169956806,64956806,105000000
32,Blade II,2002,155010032,82348319,72661713
33,Maid in Manhattan,2002,154906693,94011225,60895468
34,About a Boy,2002,130549455,41385278,89164177
35,Space Station 3D,2002,128363881,93383953,34979928
36,The Time Machine,2002,123729176,56832494,66896682
37,Spirit: Stallion of the Cimarron,2002,122563539,73280117,49283422
38,The Pianist,2002,120072577,32572577,87500000
39,Spy Kids 2: Island of Lost Dreams,2002,119723358,85846429,33876929
40,Unfaithful,2002,119137784,52775765,66362019
41,Snow Dogs,2002,115035090,81172560,33862530
42,We Were Soldiers,2002,114660784,78122718,36538066
43,Insomnia,2002,113714830,67355513,46359317
44,Peter Pan 2: Return to Never Land,2002,109862682,48430258,61432424
45,Treasure Planet,2002,109578115,38176783,71401332
46,The Hours,2002,108846072,41675994,67170078
47,Asterix & Obelix: Mission Cleopatra,2002,108012365,,108012365
48,About Schmidt,2002,105834556,65016287,40818269
49,The Tuxedo,2002,104391623,50547998,53843625
50,Resident Evil,2002,102984862,40119709,62865153
51,John Q,2002,102244770,71756802,30487968
52,40 Days and 40 Nights,2002,95146283,37950822,57195461
53,Changing Lanes,2002,94935764,66818548,28117216
54,28 Days Later...,2002,82719885,45064915,37654970
55,Reign of Fire,2002,82150183,43061982,39088201
56,The Rookie,2002,80693537,75600072,5093465
57,Jackass: The Movie,2002,79493831,64255312,15238519
58,Collateral Damage,2002,78382433,40077257,38305176
59,Showtime,2002,77741732,38082712,39659020
60,Windtalkers,2002,77628265,40914068,36714197
61,Barbershop,2002,77063924,75782105,1281819
62,Bend It Like Beckham,2002,76583333,32543449,44039884
63,The Count of Monte Cristo,2002,75395048,54234062,21160986
64,Divine Secrets of the Ya-Ya Sisterhood,2002,73839240,69599016,4240224
65,E.T. the Extra-Terrestrial 20th Anniversary,2002,69177751,35306015,33871736
66,The Sweetest Thing,2002,68696770,24718164,43978606
67,Ghost Ship,2002,68349884,30113491,38236393
68,Star Trek: Nemesis,2002,67336470,43254409,24082061
69,Bad Company,2002,65977295,30160161,35817134
70,K-19: The Widowmaker,2002,65716126,35168966,30547160
71,High Crimes,2002,63781810,41543917,22237893
72,Like Mike,2002,62274780,51432760,10842020
73,Crossroads,2002,61141030,37191304,23949726
74,The Wild Thornberrys,2002,60694737,40108697,20586040
75,Bowling for Columbine,2002,58008423,21576018,36432405
76,Drumline,2002,57588485,56399184,1189301
77,Murder by Numbers,2002,56714147,31945749,24768398
78,Frida,2002,56298474,25885000,30413474
79,The Mothman Prophecies,2002,55157539,35746370,19411169
80,Analyze That,2002,55003135,32130627,22872508
81,The Hot Chick,2002,54639553,35081594,19557959
82,The Cat Returns,2002,53452652,,53452652
83,Big Fat Liar,2002,52970014,48360547,4609467
84,Dragonfly,2002,52323400,30323400,22000000
85,One Hour Photo,2002,52223306,31597131,20626175
86,Blue Crush,2002,51843679,40390647,11453032
87,Enough,2002,51806184,40007742,11798442
88,I Spy,2002,51386477,33561137,17825340
89,Talk to Her 2002 Re-release,2002,51001550,9285469,41716081
90,A Walk to Remember,2002,47494916,41281092,6213824
91,Eight Legged Freaks,2002,45867333,17322606,28544727
92,Queen of the Damned,2002,45479110,30336800,15142310
93,The Transporter,2002,43928932,25296447,18632485
94,The Master of Disguise,2002,43411001,40388794,3022207
95,Orange County,2002,43325009,41076018,2248991
96,8 Women,2002,42426583,3098776,39327807
97,Undercover Brother,2002,41604473,39089928,2514545
98,Pinocchio,2002,41314585,3675719,37638866
99,Clockstoppers,2002,38793283,36989956,1803327
100,National Lampoon's Van Wilder,2002,38275483,21305259,16970224
101,The Banger Sisters,2002,38068353,30307416,7760937
102,Halloween: Resurrection,2002,37664855,30354442,7310413
103,Swimfan,2002,34411240,28564995,5846245
104,Darkness,2002,33988736,22163442,11825294
105,Friday After Next,2002,33526835,33253609,273226
106,The Crocodile Hunter: Collision Course,2002,33082548,28442574,4639974
107,Confessions of a Dangerous Mind,2002,33013805,16007718,17006087
108,Adaptation.,2002,32801173,22498520,10302653
109,Hart's War,2002,32287044,19077641,13209403
110,Blood Work,2002,31794718,26235081,5559637
111,The New Guy,2002,31167388,29760152,1407236
112,City of God,2002,30641770,7564459,23077311
113,Solaris,2002,30002758,14973382,15029376
114,The Four Feathers,2002,29882645,18306166,11576479
115,City by the Sea,2002,29414087,22449000,6965087
116,Christmas on the Nile,2002,29320869,,29320869
117,Far from Heaven,2002,29027914,15901849,13126065
118,Family Honor,2002,28903789,,28903789
119,Brown Sugar,2002,28316451,27363891,952560
120,The Spanish Apartment,2002,28193749,1067438,27126311
121,Pokemon 4Ever: Celebi - Voice of the Forest,2002,28023563,1727447,26296116
122,The Quiet American,2002,27674124,12988801,14685323
123,The Crime of Padre Amaro,2002,26996738,5717044,21279694
124,All About the Benjamins,2002,26306533,25916319,390214
125,Rollerball,2002,25852764,18990798,6861966
126,Jonah: A VeggieTales Movie,2002,25615231,25581229,34002
127,The Way Home,2002,24952738,445367,24507371
128,Punch-Drunk Love,2002,24665649,17844216,6821433
129,The Guru,2002,24128852,3095506,21033346
130,Dark Water,2002,24010000,,24010000
131,25th Hour,2002,23928503,13084595,10843908
132,Sex Is Zero,2002,23915279,,23915279
133,Eight Crazy Nights,2002,23833131,23586598,246533
134,Detective Conan: The Phantom of Baker Street,2002,23786606,,23786606
135,Antwone Fisher,2002,23367586,21078145,2289441
136,Ali G Indahouse,2002,23280529,,23280529
137,Super Troopers,2002,23182223,18492362,4689861
138,"The Legend of Al, John and Jack",2002,23039985,,23039985
139,Phone,2002,21784403,,21784403
140,White Oleander,2002,21672284,16357770,5314514
141,Pokémon Heroes,2002,20867919,746381,20121538
142,Serving Sara,2002,20146150,16930185,3215965
143,Asterix & Obelix: Mission Cleopatra 2002 Re-release,2002,20015611,3115188,16900423
144,Ballistic: Ecks vs. Sever,2002,19924033,14307963,5616070
145,S1m0ne,2002,19576023,9688676,9887347
146,The Lion King 2002 IMAX Release,2002,19486215,15686215,3800000
147,Tuck Everlasting,2002,19344615,19161999,182616
148,Half Past Dead,2002,19233280,15567860,3665420
149,Martin Lawrence Live: Runteldat,2002,19184820,19184820,
150,Feardotcom,2002,18902015,13258249,5643766
151,Empire,2002,18591272,17600423,990849
152,The Country Bears,2002,18012097,16990825,1021272
153,Jail Breakers,2002,17797711,,17797711
154,The Last Kiss,2002,17720347,1048950,16671397
155,Frailty,2002,17423030,13110448,4312582
156,The Importance of Being Earnest,2002,17290970,8384929,8906041
157,Kung Pow: Enter the Fist,2002,16994625,16037962,956663
158,Dead Weight,2002,16987957,,16987957
159,Life or Something Like It,2002,16872671,14448589,2424082
160,The Good Girl,2002,16856124,14018296,2837828
161,Femme Fatale,2002,16838910,6630252,10208658
162,They,2002,16446271,12840842,3605429
163,The Powerpuff Girls Movie,2002,16426471,11412414,5014057
164,The Magdalene Sisters,2002,16373112,306989,16066123
165,The Emperor's Club,2002,16318449,14118751,2199698
166,Rabbit-Proof Fence,2002,16217411,6199600,10017811
167,Birthday Girl,2002,16171098,5142576,11028522
168,To Be and to Have,2002,16063920,777129,15286791
169,Doraemon: Nobita and the Robot Kingdom,2002,16053687,,16053687
170,Public Enemy,2002,15897574,,15897574
171,Hey Arnold! The Movie,2002,15249308,13728902,1520406
172,Boat Trip,2002,15020293,8600126,6420167
173,Undisputed,2002,14946150,12764657,2181493
174,Possession,2002,14815898,10113733,4702165
175,Hollywood Ending,2002,14569744,4850753,9718991
176,Stealing Harvard,2002,14277032,14036406,240626
177,Godzilla Against MechaGodzilla,2002,14122958,,14122958
178,Idiots,2002,13936317,,13936317
179,Dirty Pretty Things,2002,13904766,8112414,5792352
180,Juwanna Mann,2002,13802599,13670733,131866
181,Trapped,2002,13414416,7073251,6341165
182,Toei Spring Anime Fair,2002,13107237,,13107237
183,Long Time Dead,2002,13102295,,13102295
184,Knockaround Guys,2002,12806614,11715637,1090977
185,Narc,2002,12633747,10465659,2168088
186,The Other Side of the Bed,2002,12630208,,12630208
187,Sorority Boys,2002,12517488,10200032,2317456
188,Nine Queens,2002,12413888,1222889,11190999
189,Abandon,2002,12302219,10727683,1574536
190,The Eye,2002,12165016,512049,11652967
191,2009: Lost Memories,2002,12049825,,12049825
192,The Rules of Attraction,2002,11819244,6532619,5286625
193,Mohou-han,2002,11702775,,11702775
194,The Order,2002,11560806,7660806,3900000
195,Adrenaline Rush: The Science of Risk,2002,11011932,10994028,17904
196,Extreme Ops,2002,10959475,4842259,6117216
197,Champion,2002,10569737,,10569737
198,Bibi Blocksberg,2002,10325928,,10325928
199,Kamen Rider Ryuki: Episode Final,2002,10112538,,10112538
200,Pulse: A Stomp Odyssey,2002,10086514,10086514,
1,The Lord of the Rings: The Return of the King,2003,1140682011,377027325,763654686
2,Finding Nemo,2003,871014978,339714978,531300000
3,The Matrix Reloaded,2003,739412035,281576461,457835574
4,Pirates of the Caribbean: The Curse of the Black Pearl,2003,654264015,305413918,348850097
5,Bruce Almighty,2003,484592874,242829261,241763613
6,The Last Samurai,2003,454627263,111127263,343500000
