within_year_rank,title,release_year,worldwide_box_office,domestic_box_office,foreign_box_office
20,Home,2015,386041607,177397510,208644097
21,Mad Max: Fury Road,2015,374736354,153636354,221100000
22,The Good Dinosaur,2015,332207671,123087120,209120551
23,Taken 3,2015,326479141,89256424,237222717
24,The SpongeBob Movie: Sponge Out of Water,2015,325186032,162994032,162192000
25,Maze Runner: The Scorch Trials,2015,312296056,81697192,230598864
26,The Divergent Series: Insurgent,2015,297002527,130179072,166823455
27,Pitch Perfect 2,2015,287144079,184296230,102847849
28,Mojin: The Lost Legend,2015,259368448,1243810,258124638
29,Lost in Hong Kong,2015,256283912,1302281,254981631
30,The Peanuts Movie,2015,246233113,130178411,116054702
31,Pixels,2015,244874809,78747585,166127224
32,Daddy's Home,2015,242786137,150357137,92429000
33,Spy,2015,235666219,110825712,124840507
34,Alvin and the Chipmunks: The Road Chip,2015,234798636,85886987,148911649
35,Goodbye Mr. Loser,2015,228122928,1293626,226829302
36,Ted 2,2015,215863606,81476385,134387221
37,Tomorrowland,2015,209035668,93436322,115599346
38,Everest,2015,203427584,43482270,159945314
39,Straight Outta Compton,2015,201634991,161197785,40437206
40,The Intern,2015,194564672,75764672,118800000
41,Jian Bing Man,2015,186683536,,186683536
42,Jupiter Ascending,2015,183887723,47387723,136500000
43,Creed,2015,173567581,109767581,63800000
44,Fantastic Four,2015,167882881,56117548,111765333
45,Bridge of Spies,2015,165478348,72313754,93164594
46,From Vegas to Macau II,2015,163877532,,163877532
47,Focus,2015,158762963,53862963,104900000
48,Goosebumps,2015,158260952,80080379,78180573
49,Ip Man 3,2015,156954938,2679437,154275501
50,The Hateful Eight,2015,155760117,54117416,101642701
51,Monkey King: Hero Is Back,2015,153262397,,153262397
52,Gods of Egypt,2015,150680864,31153464,119527400
53,The Last Witch Hunter,2015,146936910,27367660,119569250
54,Trainwreck,2015,140795793,110212700,30583093
55,Mr. Six,2015,139191345,1415450,137775895
56,Point Break,2015,133718711,28782481,104936230
57,The Big Short,2015,133440870,70259870,63181000
58,Pan,2015,128388320,35088320,93300000
59,Detective Chinatown,2015,125842935,474252,125368683
60,Wolf Totem,2015,125837070,210591,125626479
61,Ride Along 2,2015,124605297,91221830,33383467
62,Dragon Blade,2015,122593849,74068,122519781
63,Magic Mike XXL,2015,117813057,66013057,51800000
64,Insidious: Chapter 3,2015,112983889,52218558,60765331
65,Get Hard,2015,111711453,90411453,21300000
66,The 5th Wave,2015,109906372,34916787,74989585
67,Paul Blart: Mall Cop 2,2015,107588225,71038190,36550035
68,Vacation,2015,107228221,58884188,48344033
69,The Man from U.N.C.L.E.,2015,107045109,45445109,61600000
70,Chronicles of the Ghostly Tribe,2015,106380000,,106380000
71,Shaun the Sheep Movie,2015,106209378,19375982,86833396
72,Sisters,2015,105011053,87044645,17966408
73,Chappie,2015,102811889,31569268,71242621
74,Joy,2015,101134059,56451232,44682827
75,Black Mass,2015,99775678,62575678,37200000
76,Spotlight,2015,98690254,45055776,53634478
77,Devil and Angel,2015,98599942,131058,98468884
78,The Visit,2015,98450062,65206105,33243957
79,The Little Prince,2015,97571250,1339152,96232098
80,Assassination,2015,96119773,1904682,94215091
81,Poltergeist,2015,95437994,47425125,48012869
82,Veteran,2015,94393020,1200627,93192393
83,In the Heart of the Sea,2015,93920758,25020758,68900000
84,Kill Zone 2,2015,93638358,11998,93626360
85,Southpaw,2015,91970827,52421953,39548874
86,The Second Best Exotic Marigold Hotel,2015,85978266,33078266,52900000
87,Paper Towns,2015,85512300,32000304,53511996
88,Sicario,2015,84872444,46889293,37983151
89,Our Times,2015,83867493,,83867493
90,Suck Me Shakespeer 2,2015,83027924,,83027924
91,Hitman: Agent 47,2015,82347656,22467450,59880206
92,Wolf Warrior,2015,81411331,,81411331
93,Go Away Mr. Tumor,2015,80606893,286639,80320254
94,The Wedding Ringer,2015,79799880,64460211,15339669
95,Paranormal Activity: The Ghost Dimension,2015,78903124,18300124,60603000
96,The Left Ear,2015,78015473,,78015473
97,Tiny Times 4.0,2015,77750000,,77750000
98,Bajrangi Bhaijaan,2015,75547184,8178001,67369183
99,War Room,2015,73267874,67790117,5477757
100,The Transporter Refueled,2015,72629670,16029670,56600000
101,Run All Night,2015,71561644,26461644,45100000
102,13 Hours,2015,69411370,52853219,16558151
103,Running Man,2015,68782475,310978,68471497
104,A Violent Prosecutor,2015,66736633,,66736633
105,The Age of Adaline,2015,65663276,42629776,23033500
106,Monk Comes Down the Mountain,2015,64455686,,64455686
107,Zhongkui: Snow Girl and the Dark Crystal,2015,64325947,165428,64160519
108,The Danish Girl,2015,64191523,11114018,53077505
109,The Boy,2015,64188367,35819556,28368811
110,The Hundred Regiments Offensive,2015,63230000,,63230000
111,The Longest Ride,2015,62944815,37446117,25498698
112,Unfriended,2015,62882090,32482090,30400000
113,Brooklyn,2015,62076141,38322743,23753398
114,"Dragon Ball Z: Resurrection ""F""",2015,61768190,8008363,53759827
115,Woman in Gold,2015,61619773,33307793,28311980
116,Krampus,2015,61548707,42725475,18823232
117,The Perfect Guy,2015,60273173,57027435,3245738
118,Forever Young,2015,59981902,149761,59832141
119,Miss Granny,2015,59396311,234573,59161738
120,The Gift,2015,58978653,43787265,15191388
121,You Are My Sunshine,2015,56640000,,56640000
122,No Escape,2015,54418872,27288872,27130000
123,Sinister 2,2015,53329150,27740955,25588195
124,Detective Conan: Sunflowers of Inferno,2015,52920296,,52920296
125,Prem Ratan Dhan Payo,2015,52715771,4364639,48351132
126,The Boy Next Door,2015,52425855,35423380,17002475
127,The Night Before,2015,52395996,43047372,9348624
128,Hollywood Adventures,2015,52265070,,52265070
129,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",2015,51838845,257343,51581502
130,Hot Pursuit,2015,51380201,34580201,16800000
131,The Himalayas,2015,50544493,696717,49847776
132,The Boy and the Beast,2015,49714378,490643,49223735
133,Surprise,2015,49567466,,49567466
134,Entourage,2015,49263404,32363404,16900000
135,The Woman in Black 2: Angel of Death,2015,48854305,26501323,22352982
136,Concussion,2015,48623572,34542474,14081098
137,Inside Men,2015,47616503,,47616503
138,The Dead End,2015,47600000,,47600000
139,Boonie Bears: A Mystical Winter,2015,47581416,,47581416
140,Mortdecai,2015,47275695,7696134,39579561
141,Let's Get Married,2015,45972724,462918,45509806
142,Somewhere Only We Know,2015,45737711,482341,45255370
143,"McFarland, USA",2015,45710059,44482410,1227649
144,Hero,2015,45565534,88675,45476859
145,Still Alice,2015,44779195,18754371,26024824
146,Max,2015,43967255,42656255,1311000
147,The DUFF,2015,43709744,34030343,9679401
148,Legend,2015,42972994,1872994,41100000
149,The Gallows,2015,42964410,22764410,20200000
150,Love the Coopers,2015,42426912,26302731,16124181
151,The Throne,2015,42165755,,42165755
152,The Lady in the Van,2015,41387687,10021175,31366512
153,Ricki and the Flash,2015,41325328,26822144,14503184
154,Spanish Affair 2,2015,40591862,,40591862
155,Carol,2015,40272135,12711491,27560644
156,Northern Limit Line,2015,40034677,337907,39696770
157,Ex-Files 2: The Backup Strikes Back,2015,39108291,,39108291
158,Criminal,2015,38803993,14708696,24095297
159,Boruto: Naruto The Movie,2015,38362448,919651,37442797
160,The Lazarus Effect,2015,38356892,25801570,12555322
161,Helios,2015,37938005,,37938005
162,A Walk in the Woods,2015,37461274,29504281,7956993
163,Ex Machina,2015,36869414,25442958,11426456
164,Burnt,2015,36606743,13651946,22954797
165,The Priests,2015,36577134,185093,36392041
166,The New Adventures of Aladdin,2015,35771820,,35771820
167,Heidi,2015,35755670,,35755670
168,Room,2015,35401758,14677654,20724104
169,Lost and Love,2015,34930177,188817,34741360
170,Secret in Their Eyes,2015,34854990,20180155,14674835
171,"Dad, Where Are We Going 2",2015,34840000,,34840000
172,Doraemon: Nobita no uchuu eiyuuki,2015,34811747,,34811747
173,Steve Jobs,2015,34441873,17766658,16675215
174,Victor Frankenstein,2015,34227298,5775076,28452222
175,The Witness,2015,33963557,418063,33545494
176,Project Almanac,2015,33213241,22348241,10865000
177,Dilwale,2015,31994323,4871263,27123060
178,Suffragette,2015,31972096,4702420,27269676
179,Self/less,2015,31807156,12279691,19527465
180,Saving Mr. Wu,2015,31222161,92696,31129465
181,Attack on Titan Part 1,2015,30810658,449523,30361135
182,A Man Called Ove,2015,30692889,3479315,27213574
183,Far from the Madding Crowd,2015,30229977,12236500,17993477
184,Mr. Holmes,2015,29355203,17737646,11617557
185,Love & Mercy,2015,28641776,12551031,16090745
186,Flying Colors,2015,28525563,,28525563
187,Triumph in the Skies,2015,28085162,,28085162
188,The 33,2015,27972023,12227722,15744301
189,Bride Wars,2015,27670000,,27670000
190,Irrational Man,2015,27391084,4030360,23360724
191,Detective K: Secret of the Lost Island,2015,27387870,185367,27202503
192,To the Fore,2015,27267799,,27267799
193,American Ultra,2015,27262374,14440985,12821389
194,Orange,2015,26261536,,26261536
195,Aloha,2015,26250020,21067116,5182904
196,Huevos: Little Rooster's Egg-cellent Adventure,2015,25892561,9080818,16811743
197,Dügün Dernek 2: Sünnet,2015,25836668,,25836668
198,Look Who's Back,2015,25513752,,25513752
199,Serial Teachers 2,2015,25364150,,25364150
200,Wild City,2015,24817852,34866,24782986
1,Captain America: Civil War,2016,1153296293,408084349,745211944
2,Rogue One: A Star Wars Story,2016,1056057273,532177324,523879949
3,Finding Dory,2016,1028570889,486295561,542275328
4,Zootopia,2016,1023784195,341268248,682515947
5,The Jungle Book,2016,966550600,364001123,602549477
6,The Secret Life of Pets,2016,875457937,368384330,507073607
7,Batman v Superman: Dawn of Justice,2016,873634919,330360194,543274725
8,Fantastic Beasts and Where to Find Them,2016,814037575,234037575,580000000
9,Deadpool,2016,782612155,363070709,419541446
10,Suicide Squad,2016,746846894,325100054,421746840
11,Doctor Strange,2016,677718395,232641920,445076475
12,Moana,2016,643331111,248757044,394574067
13,Sing,2016,634151679,270395425,363756254
14,The Mermaid,2016,553810228,3232685,550577543
15,X-Men: Apocalypse,2016,543934105,155442489,388491616
16,Kung Fu Panda 3,2016,521170825,143528619,377642206
17,La La Land,2016,447407695,151101803,296305892
18,Warcraft,2016,439048914,47365290,391683624
19,Jason Bourne,2016,415484914,162434410,253050504
20,Ice Age: Collision Course,2016,408579038,64063008,344516030
21,Independence Day: Resurgence,2016,389681935,103144286,286537649
22,Your Name.,2016,357986087,5017246,352968841
23,The Legend of Tarzan,2016,356700357,126643061,230057296
24,The Angry Birds Movie,2016,352333929,107509366,244824563
25,Trolls,2016,346864462,153707064,193157398
26,Star Trek Beyond,2016,343471816,158848340,184623476
27,The Great Wall,2016,334933831,45540830,289393001
28,Now You See Me 2,2016,334897606,65075540,269822066
29,The Conjuring 2,2016,320392818,102470008,217922810
30,Resident Evil: The Final Chapter,2016,312242626,26830068,285412558
31,Dangal,2016,303723636,12391761,291331875
32,Passengers,2016,303144152,100014699,203129453
33,Alice Through the Looking Glass,2016,299457024,77041381,222415643
34,Miss Peregrine's Home for Peculiar Children,2016,296482446,87242834,209239612
35,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,245623848,82051601,163572247
36,Sully,2016,240797623,125070033,115727590
37,Assassin's Creed,2016,240697856,54647948,186049908
38,Hidden Figures,2016,235956898,169607287,66349611
39,Ghostbusters,2016,229147509,128350574,100796935
40,Inferno,2016,220021259,34343574,185677685
41,Central Intelligence,2016,216972543,127440871,89531672
42,Bridget Jones's Baby,2016,211952420,24252420,187700000
43,Me Before You,2016,208314186,56245075,152069111
44,London Has Fallen,2016,205754447,62524260,143230187
45,Arrival,2016,203388186,100546139,102842047
46,The BFG,2016,195243411,55483770,139759641
47,The Monkey King 2,2016,193678298,709982,192968316
48,Bad Moms,2016,183936074,113257297,70678777
49,Storks,2016,183388953,72679278,110709675
50,From Vegas to Macau III,2016,181732879,,181732879
51,Hacksaw Ridge,2016,180563636,67209615,113354021
52,Allegiant,2016,179246868,66184051,113062817
53,Operation Mekong,2016,173839072,800012,173039060
54,The Girl on the Train,2016,173185859,75395035,97790824
55,The Huntsman: Winter's War,2016,164989338,48390190,116599148
56,The Magnificent Seven,2016,162360636,93432655,68927981
57,Jack Reacher: Never Go Back,2016,162146076,58697076,103449000
58,Don't Breathe,2016,157761002,89217875,68543127
59,The Accountant,2016,155160045,86260045,68900000
60,Lights Out,2016,148868835,67268835,81600000
61,Time Raiders,2016,145819137,,145819137
62,Pete's Dragon,2016,143695338,76233151,67462187
63,Sausage Party,2016,140705322,97685686,43019636
64,Lion,2016,140312928,51738905,88574023
65,Skiptrace,2016,136579287,,136579287
66,Mechanic: Resurrection,2016,125729635,21218403,104511232
67,Deepwater Horizon,2016,121790373,61433527,60356846
68,Allied,2016,119520023,40098064,79421959
69,I Belonged to You,2016,119107580,744541,118363039
70,The Shallows,2016,119100758,55124043,63976715
71,The Purge: Election Year,2016,118587880,79213375,39374505
72,Why Him?,2016,118102725,60323786,57778939
73,Book of Love,2016,114679097,,114679097
74,Office Christmas Party,2016,114501299,54767494,59733805
75,How to Be Single,2016,112343513,46843513,65500000
76,10 Cloverfield Lane,2016,110216998,72082998,38134000
77,Neighbors 2: Sorority Rising,2016,108007109,55455765,52551344
78,Cold War 2,2016,103197501,560824,102636677
79,Railroad Tigers,2016,102205175,218044,101987131
80,Qing sheng,2016,95721752,100026,95621726
81,Dirty Grandpa,2016,94073028,35593113,58479915
82,Ben-Hur,2016,94061311,26410477,67650834
83,Money Monster,2016,93282604,41012075,52270529
84,Train to Busan,2016,92742323,2129768,90612555
85,My Big Fat Greek Wedding 2,2016,90632641,59689605,30943036
86,Collateral Beauty,2016,88528280,31016021,57512259
87,Line Walker,2016,88228755,,88228755
88,Sultan,2016,87280000,6200000,81080000
89,War Dogs,2016,86234523,43034523,43200000
90,Big Fish & Begonia,2016,85409373,,85409373
91,Nerve,2016,85251425,38583626,46667799
92,Leap!,2016,84197417,2844490,81352927
93,Ouija: Origin of Evil,2016,81705746,35144505,46561241
94,Underworld: Blood Wars,2016,81093313,30353973,50739340
95,Manchester by the Sea,2016,78988148,47695371,31292777
96,The Boss,2016,78844582,63285885,15558697
97,Shin Godzilla,2016,77947607,1918403,76029204
98,Mike and Dave Need Wedding Dates,2016,77068246,46009673,31058573
99,Kubo and the Two Strings,2016,76249438,48023088,28226350
100,Quo vado?,2016,75878701,,75878701
101,Boo! A Madea Halloween,2016,74827344,73206343,1621001
102,Miracles from Heaven,2016,73983003,61705123,12277880
103,I Am Not Madame Bovary,2016,70826207,436798,70389409
104,See You Tomorrow,2016,70065569,,70065569
105,One Piece Film: Gold,2016,66207073,423593,65783480
106,Moonlight,2016,65336603,27854932,37481671
107,Monster Trucks,2016,64493915,33370166,31123749
108,Fences,2016,64414761,57682904,6731857
109,"Hail, Caesar!",2016,63647656,30498085,33149571
110,The Nice Guys,2016,62788218,36261763,26526455
111,Huo guo ying xiong,2016,58106427,779818,57326609
112,L.O.R.D: Legend of Ravaging Dynasties,2016,58089494,350456,57739038
113,Nine Lives,2016,57814445,19700032,38114413
114,Zoolander 2,2016,56722693,28848693,27874000
115,Barbershop: The Next Cut,2016,55030051,54030051,1000000
116,The Age of Shadows,2016,54491162,541719,53949443
117,A Chinese Odyssey: Part Three,2016,53306108,,53306108
118,Tunnel,2016,52444295,568876,51875419
119,Patriots Day,2016,52185751,31886361,20299390
120,My Beloved Bodyguard,2016,52165873,,52165873
121,The Finest Hours,2016,52099090,27569558,24529532
122,Master,2016,51636415,597251,51039164
123,Doraemon the Movie: Nobita and the Birth of Japan,2016,50939840,,50939840
124,The Wailing,2016,49851770,786633,49065137
125,Two Is a Family,2016,49619118,,49619118
126,Never Gone,2016,48980792,96421,48884371
